date,country,tf_pct_exports
2024-11-01,Chile,32.318907018734286
2024-12-01,Chile,33.59024611053051
2022-01-01,Mexico (L/C only),0.04345387293460917
2022-02-01,Mexico (L/C only),0.07074334590678086
2022-03-01,Mexico (L/C only),0.050397401682969856
2022-04-01,Mexico (L/C only),0.09501917577906306
2022-05-01,Mexico (L/C only),0.10821780659527433
2022-06-01,Mexico (L/C only),0.07423656845170079
2022-07-01,Mexico (L/C only),0.06403828267944867
2022-08-01,Mexico (L/C only),0.07337290678213147
2022-09-01,Mexico (L/C only),0.07739087772747466
2022-10-01,Mexico (L/C only),0.07602772385897776
2022-11-01,Mexico (L/C only),0.07374253779393708
2022-12-01,Mexico (L/C only),0.06561465119551062
2023-01-01,Mexico (L/C only),0.05949832747339543
2023-02-01,Mexico (L/C only),0.06513976774311903
2023-03-01,Mexico (L/C only),0.07502687437672739
2023-04-01,Mexico (L/C only),0.07451821531606216
2023-05-01,Mexico (L/C only),0.07833286137665124
2023-06-01,Mexico (L/C only),0.0810854217039382
2023-07-01,Mexico (L/C only),0.08425185200937996
2023-08-01,Mexico (L/C only),0.08018876567213613
2023-09-01,Mexico (L/C only),0.07629257383742563
2023-10-01,Mexico (L/C only),0.08019437272540994
2023-11-01,Mexico (L/C only),0.0824202023849654
2023-12-01,Mexico (L/C only),0.08263405263144659
2024-01-01,Mexico (L/C only),0.08745426530055303
2024-02-01,Mexico (L/C only),0.08086477350424504
2024-03-01,Mexico (L/C only),0.07961435172845036
2024-04-01,Mexico (L/C only),0.07117867719196763
2024-05-01,Mexico (L/C only),0.07573653452926433
2024-06-01,Mexico (L/C only),0.0719055831448382
2024-07-01,Mexico (L/C only),0.07244325209547697
2024-08-01,Mexico (L/C only),0.07415520181132779
2024-09-01,Mexico (L/C only),0.07542274548559524
2024-10-01,Mexico (L/C only),0.07750623129055192
2024-11-01,Mexico (L/C only),0.08023518544093722
2024-12-01,Mexico (L/C only),0.08252301915297278
