period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased.1,Trade_Finance,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents.1,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents.2,Fair_Value_of_Derivatives_3.1,Total_Claims.1,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims.1,Claims_on_Local_Residents.3,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents.4,Fair_Value_of_Derivatives_3.2,Total_Claims.2,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims.2,Claims_on_Local_Residents.5,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Remaining_Maturity_less_than,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local.1,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households.1,Total_Other.1,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households.2,Total_Other.2,Claims_on_Local_Residents_Corporate.1,Households.3,Total_Other.3
2016Q1,2016,1,Table 1,1,All Banks,Latin America and Caribbean,country_data,61,EL SALVADOR,390.0,1515.0,1515.0,0.0,2.0,1907.0,405.0,155.0,158.0,158.0,58.0,58.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 1,1,All Banks,Latin America and Caribbean,country_data,63,GUATEMALA,1687.0,1206.0,365.0,841.0,55.0,2948.0,511.0,127.0,0.0,20.0,0.0,20.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 1,1,All Banks,Latin America and Caribbean,country_data,64,HONDURAS,551.0,129.0,43.0,86.0,48.0,728.0,48.0,25.0,0.0,0.0,0.0,0.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 1,1,All Banks,Latin America and Caribbean,country_data,65,MEXICO,25786.0,72317.0,7057.0,65260.0,3235.0,101338.0,23127.0,1840.0,42676.0,46155.0,13556.0,17218.0,1626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 1,1,All Banks,Latin America and Caribbean,country_data,67,PERU,3593.0,1604.0,1147.0,457.0,203.0,5400.0,171.0,269.0,7677.0,8048.0,2441.0,2793.0,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 1,1,All Banks,Latin America and Caribbean,country_data,68,URUGUAY,750.0,403.0,245.0,158.0,118.0,1271.0,55.0,161.0,64.0,30.0,54.0,21.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 1,1,All Banks,Latin America and Caribbean,country_data,69,VENEZUELA,1569.0,1026.0,2.0,1024.0,3.0,2598.0,221.0,35.0,10939.0,10869.0,3429.0,3370.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 1,1,All Banks,Banking Centers,country_data,105,BAHAMAS,7227.0,812.0,713.0,99.0,756.0,8795.0,258.0,259.0,13.0,2.0,13.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 1,1,All Banks,Banking Centers,country_data,108,CAYMAN ISLANDS,276075.0,1221.0,1208.0,13.0,15372.0,292668.0,21939.0,1617.0,24981.0,23232.0,15777.0,14265.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 1,1,All Banks,Banking Centers,country_data,112,PANAMA,2514.0,1409.0,1409.0,0.0,480.0,4403.0,1101.0,267.0,7033.0,7354.0,2876.0,3310.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,51,ANGUILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,689.0,0.0,0.0,0.0,0.0,3007.0,1.0,1593.0,2680.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,52,ARGENTINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.0,3224.0,4125.0,4312.0,1366.0,506.0,1066.0,243.0,210.0,0.0,201.0,158.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,53,BRAZIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.0,10024.0,10892.0,12914.0,13370.0,3506.0,20066.0,1949.0,7839.0,150.0,7508.0,7219.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,54,CHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,38.0,57.0,2139.0,2127.0,1009.0,1017.0,170.0,18.0,0.0,17.0,17.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,55,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,2882.0,2919.0,3619.0,659.0,379.0,918.0,73.0,368.0,0.0,227.0,350.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,56,COSTA RICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0,317.0,699.0,762.0,647.0,175.0,155.0,5.0,257.0,0.0,247.0,14.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,57,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,364.0,436.0,485.0,13.0,125.0,118.0,28.0,59.0,0.0,59.0,0.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,58,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0,1.0,436.0,734.0,77.0,19.0,365.0,1.0,62.0,0.0,62.0,0.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,59,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.0,0.0,1187.0,1192.0,1098.0,241.0,41.0,15.0,13.0,0.0,13.0,3.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,61,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.0,522.0,785.0,858.0,816.0,190.0,47.0,0.0,243.0,0.0,243.0,238.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,62,HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,69.0,94.0,126.0,58.0,61.0,62.0,4.0,22.0,0.0,9.0,0.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,63,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4967.0,55848.0,60815.0,63148.0,18895.0,17170.0,16606.0,1106.0,3571.0,3.0,3210.0,3315.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,65,PERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.0,613.0,1442.0,1662.0,386.0,201.0,506.0,29.0,240.0,5.0,240.0,152.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,66,URUGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3531.0,152.0,3683.0,3893.0,1430.0,43.0,81.0,3.0,54.0,0.0,54.0,0.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Latin America and Caribbean,country_data,67,VENEZUELA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,920.0,945.0,3379.0,191.0,181.0,433.0,86.0,2.0,1.0,2.0,0.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Banking Centers,country_data,103,BAHAMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8039.0,102.0,8141.0,6328.0,4228.0,104.0,72.0,0.0,5905.0,5.0,744.0,5771.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Banking Centers,country_data,106,CAYMAN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171388.0,1900.0,173288.0,156803.0,-92220.0,70034.0,20181.0,448.0,137685.0,499.0,34873.0,136555.0,,,,,,,,,,,,
2016Q1,2016,1,Table 3,3,All Banks,Banking Centers,country_data,110,PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,0.0,1450.0,2595.0,143.0,338.0,292.0,61.0,162.0,1.0,154.0,0.0,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,50,ANGUILLA,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,3166.0,3144.0,3166.0,89.0,53.0,3129.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,51,ARGENTINA,,,,,,,,,,,,,,,1063.0,,,,4206.0,,,,,,,,,,,,,2033.0,2548.0,7302.0,935.0,162.0,6526.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,52,BRAZIL,,,,,,,,,,,,,,,3489.0,,,,22011.0,,,,,,,,,,,,,42176.0,28775.0,67676.0,6564.0,17553.0,78663.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,53,CHILE,,,,,,,,,,,,,,,250.0,,,,2097.0,,,,,,,,,,,,,9566.0,6156.0,11913.0,771.0,432.0,11571.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,54,COLOMBIA,,,,,,,,,,,,,,,134.0,,,,3481.0,,,,,,,,,,,,,8109.0,5891.0,11724.0,1358.0,627.0,10993.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,55,COSTA RICA,,,,,,,,,,,,,,,450.0,,,,625.0,,,,,,,,,,,,,1444.0,1312.0,2519.0,414.0,40.0,2148.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,56,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,45.0,,,,420.0,,,,,,,,,,,,,1772.0,1372.0,2237.0,506.0,19.0,1749.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,57,ECUADOR,,,,,,,,,,,,,,,454.0,,,,26.0,,,,,,,,,,,,,1172.0,834.0,1652.0,351.0,31.0,1330.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,58,EL SALVADOR,,,,,,,,,,,,,,,1516.0,,,,0.0,,,,,,,,,,,,,595.0,1347.0,2111.0,233.0,29.0,1905.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,60,GUATEMALA,,,,,,,,,,,,,,,365.0,,,,848.0,,,,,,,,,,,,,2047.0,2164.0,3260.0,589.0,225.0,2893.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,61,HONDURAS,,,,,,,,,,,,,,,43.0,,,,92.0,,,,,,,,,,,,,728.0,473.0,863.0,188.0,5.0,680.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,62,MEXICO,,,,,,,,,,,,,,,7026.0,,,,66149.0,,,,,,,,,,,,,30917.0,21115.0,104092.0,7768.0,1777.0,98103.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,64,PERU,,,,,,,,,,,,,,,1181.0,,,,606.0,,,,,,,,,,,,,3740.0,3034.0,5527.0,665.0,334.0,5197.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,65,URUGUAY,,,,,,,,,,,,,,,280.0,,,,164.0,,,,,,,,,,,,,1080.0,901.0,1524.0,382.0,10.0,1153.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Latin America and Caribbean,country_data,66,VENEZUELA,,,,,,,,,,,,,,,2.0,,,,1085.0,,,,,,,,,,,,,4547.0,3582.0,5634.0,3222.0,185.0,2595.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Banking Centers,country_data,102,BAHAMAS,,,,,,,,,,,,,,,438.0,,,,107.0,,,,,,,,,,,,,13842.0,12568.0,14387.0,6848.0,501.0,8039.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Banking Centers,country_data,105,CAYMAN ISLANDS,,,,,,,,,,,,,,,1109.0,,,,0.0,,,,,,,,,,,,,301793.0,200752.0,302902.0,32068.0,6601.0,277296.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 2,2,All Banks,Banking Centers,country_data,109,PANAMA,,,,,,,,,,,,,,,1417.0,,,,0.0,,,,,,,,,,,,,5185.0,3376.0,6602.0,2940.0,263.0,3923.0,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,51,ANGUILLA,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3068.0,0.0,51.0,3119.0,3026.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,52,ARGENTINA,,,,,,,,,,,,,,186.0,306.0,0.0,492.0,202.0,103.0,487.0,2004.0,0.0,2491.0,490.0,754.0,32.0,40.0,0.0,72.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,53,BRAZIL,,,,,,,,,,,,,,15504.0,4381.0,561.0,20446.0,7113.0,177.0,10603.0,12752.0,16.0,23371.0,13444.0,1092.0,1451.0,1516.0,1129.0,4096.0,1343.0,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,54,CHILE,,,,,,,,,,,,,,5110.0,1818.0,742.0,7670.0,5053.0,3.0,48.0,457.0,9.0,514.0,49.0,211.0,111.0,37.0,294.0,442.0,159.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,55,COLOMBIA,,,,,,,,,,,,,,4365.0,99.0,184.0,4648.0,4362.0,15.0,471.0,1072.0,2.0,1545.0,492.0,95.0,75.0,161.0,208.0,444.0,72.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,56,COSTA RICA,,,,,,,,,,,,,,724.0,98.0,0.0,822.0,1014.0,54.0,5.0,518.0,0.0,523.0,5.0,241.0,0.0,3.0,0.0,3.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,57,DOMINICAN REPUBLIC,,,,,,,,,,,,,,688.0,20.0,0.0,708.0,818.0,8.0,133.0,325.0,0.0,458.0,206.0,21.0,44.0,0.0,0.0,44.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,58,ECUADOR,,,,,,,,,,,,,,95.0,80.0,1.0,176.0,113.0,62.0,385.0,82.0,57.0,524.0,385.0,81.0,1.0,39.0,0.0,40.0,1.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,59,EL SALVADOR,,,,,,,,,,,,,,214.0,147.0,0.0,361.0,344.0,147.0,20.0,535.0,0.0,555.0,21.0,535.0,10.0,0.0,0.0,10.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,61,GUATEMALA,,,,,,,,,,,,,,881.0,226.0,0.0,1107.0,1253.0,175.0,3.0,325.0,0.0,328.0,3.0,31.0,27.0,47.0,0.0,74.0,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,62,HONDURAS,,,,,,,,,,,,,,320.0,11.0,40.0,371.0,406.0,8.0,89.0,108.0,1.0,198.0,89.0,33.0,29.0,0.0,0.0,29.0,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,63,MEXICO,,,,,,,,,,,,,,3027.0,7101.0,1446.0,11574.0,2549.0,202.0,5958.0,23603.0,235.0,29796.0,6703.0,1995.0,667.0,7590.0,436.0,8693.0,706.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,65,PERU,,,,,,,,,,,,,,1693.0,86.0,87.0,1866.0,1831.0,7.0,298.0,1009.0,15.0,1322.0,331.0,943.0,144.0,28.0,30.0,202.0,83.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,66,URUGUAY,,,,,,,,,,,,,,344.0,5.0,2.0,351.0,350.0,4.0,40.0,252.0,95.0,387.0,81.0,150.0,1.0,14.0,12.0,27.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Latin America and Caribbean,country_data,67,VENEZUELA,,,,,,,,,,,,,,3.0,27.0,0.0,30.0,12.0,1.0,212.0,551.0,3.0,766.0,2298.0,0.0,149.0,0.0,0.0,149.0,151.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Banking Centers,country_data,103,BAHAMAS,,,,,,,,,,,,,,224.0,4.0,9.0,237.0,3715.0,2.0,22.0,93.0,29.0,144.0,22.0,0.0,6334.0,26.0,691.0,7051.0,6896.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Banking Centers,country_data,106,CAYMAN ISLANDS,,,,,,,,,,,,,,656.0,2.0,74.0,732.0,5280.0,2.0,35.0,1.0,0.0,36.0,36.0,0.0,259894.0,732.0,14902.0,275528.0,278214.0,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.1,1,All Banks,Banking Centers,country_data,110,PANAMA,,,,,,,,,,,,,,1053.0,401.0,20.0,1474.0,1616.0,430.0,198.0,486.0,10.0,694.0,477.0,458.0,203.0,3.0,74.0,280.0,232.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,52,ANGUILLA,,,,,,,,,,,,,,,,4.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,0.0,61.0,0.0,0.0,0.0,84.0,0.0,84.0,0.0,0.0,0.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,53,ARGENTINA,,,,,,,,,,,,,,,,12.0,3483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.0,232.0,942.0,1351.0,1178.0,2529.0,1055.0,262.0,1317.0,127.0,75.0,202.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,54,BRAZIL,,,,,,,,,,,,,,,,1934.0,34390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25325.0,1255.0,26580.0,4406.0,1470.0,5876.0,19136.0,1140.0,20276.0,1278.0,1.0,1279.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,55,CHILE,,,,,,,,,,,,,,,,309.0,4299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3833.0,66.0,3899.0,90.0,1.0,91.0,4202.0,103.0,4305.0,0.0,0.0,0.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,56,COLOMBIA,,,,,,,,,,,,,,,,169.0,4919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495.0,253.0,2748.0,514.0,1488.0,2002.0,2982.0,201.0,3183.0,24.0,0.0,24.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,57,COSTA RICA,,,,,,,,,,,,,,,,32.0,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,19.0,342.0,82.0,376.0,458.0,385.0,31.0,416.0,57.0,95.0,152.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,58,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,2.0,541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.0,73.0,436.0,103.0,0.0,103.0,547.0,153.0,700.0,16.0,0.0,16.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,59,ECUADOR,,,,,,,,,,,,,,,,0.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,132.0,414.0,234.0,0.0,234.0,537.0,136.0,673.0,272.0,0.0,272.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,60,EL SALVADOR,,,,,,,,,,,,,,,,2.0,981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,43.0,146.0,49.0,784.0,833.0,132.0,50.0,182.0,50.0,784.0,834.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,62,GUATEMALA,,,,,,,,,,,,,,,,55.0,1439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.0,46.0,776.0,80.0,528.0,608.0,703.0,67.0,770.0,66.0,87.0,153.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,63,HONDURAS,,,,,,,,,,,,,,,,6.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,36.0,113.0,10.0,0.0,10.0,154.0,48.0,202.0,2.0,0.0,2.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,64,MEXICO,,,,,,,,,,,,,,,,1119.0,51276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13187.0,2947.0,16134.0,15141.0,18882.0,34023.0,17456.0,3503.0,20959.0,4567.0,58.0,4625.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,66,PERU,,,,,,,,,,,,,,,,71.0,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.0,159.0,1458.0,481.0,0.0,481.0,1328.0,167.0,1495.0,209.0,0.0,209.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,67,URUGUAY,,,,,,,,,,,,,,,,9.0,506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,29.0,365.0,132.0,0.0,132.0,564.0,82.0,646.0,124.0,0.0,124.0
2016Q1,2016,1,Table 4.2,2,All Banks,Latin America and Caribbean,country_data,68,VENEZUELA,,,,,,,,,,,,,,,,0.0,1653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,910.0,1205.0,178.0,270.0,448.0,781.0,1305.0,2086.0,1.0,0.0,1.0
2016Q1,2016,1,Table 4.2,2,All Banks,Banking Centers,country_data,104,BAHAMAS,,,,,,,,,,,,,,,,27.0,1363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.0,66.0,647.0,687.0,2.0,689.0,3142.0,67.0,3209.0,434.0,1.0,435.0
2016Q1,2016,1,Table 4.2,2,All Banks,Banking Centers,country_data,107,CAYMAN ISLANDS,,,,,,,,,,,,,,,,397.0,16373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15130.0,360.0,15490.0,387.0,99.0,486.0,17828.0,435.0,18263.0,335.0,1.0,336.0
2016Q1,2016,1,Table 4.2,2,All Banks,Banking Centers,country_data,111,PANAMA,,,,,,,,,,,,,,,,375.0,1954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.0,49.0,1060.0,49.0,470.0,519.0,2790.0,70.0,2860.0,53.0,470.0,523.0
2016Q2,2016,2,Table 1,1,All Others,Latin America and Caribbean,country_data,53,ANGUILLA,44.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q2,2016,2,Table 1,1,All Others,Latin America and Caribbean,country_data,54,ARGENTINA,1278.0,588.0,92.0,496.0,19.0,1885.0,188.0,30.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
