period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased.1,Trade_Finance,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents.1,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents.2,Fair_Value_of_Derivatives_3.1,Total_Claims.1,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims.1,Claims_on_Local_Residents.3,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents.4,Fair_Value_of_Derivatives_3.2,Total_Claims.2,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims.2,Claims_on_Local_Residents.5,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Remaining_Maturity_less_than,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local.1,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households.1,Total_Other.1,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households.2,Total_Other.2,Claims_on_Local_Residents_Corporate.1,Households.3,Total_Other.3
2019Q3,2019,3,Table 2,2,All Others,Banking Centers,country_data,109,PANAMA,,,,,,,,,,,,,,,14.0,,,,0.0,,,,,,,,,,,,,1080.0,709.0,1094.0,724.0,54.0,414.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,51,ANGUILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,176.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,52,ARGENTINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,220.0,618.0,933.0,574.0,4.0,44.0,10.0,10.0,10.0,10.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,53,BRAZIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,491.0,491.0,527.0,53.0,18.0,4141.0,3.0,5.0,0.0,5.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,54,CHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,5.0,66.0,81.0,91.0,53.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,55,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,4.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,56,COSTA RICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,57,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,58,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,59,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,61,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,62,HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,63,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,673.0,739.0,815.0,3368.0,277.0,685.0,14.0,112.0,11.0,72.0,102.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,65,PERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,66,URUGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,70.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Latin America and Caribbean,country_data,67,VENEZUELA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Banking Centers,country_data,103,BAHAMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4755.0,0.0,4755.0,152.0,-10406.0,37.0,8.0,0.0,107.0,0.0,0.0,107.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Banking Centers,country_data,106,CAYMAN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26480.0,14.0,26494.0,6626.0,5179.0,874.0,2884.0,4.0,20249.0,196.0,3040.0,17775.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,All Others,Banking Centers,country_data,110,PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,31.0,0.0,10.0,24.0,0.0,3.0,0.0,3.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,52,ANGUILLA,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,53,ARGENTINA,,,,,,,,,,,,,,,,14.0,1043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,206.0,336.0,516.0,177.0,693.0,266.0,163.0,429.0,383.0,27.0,410.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,54,BRAZIL,,,,,,,,,,,,,,,,5.0,2208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.0,856.0,2191.0,12.0,0.0,12.0,919.0,839.0,1758.0,33.0,0.0,33.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,55,CHILE,,,,,,,,,,,,,,,,42.0,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.0,33.0,531.0,12.0,0.0,12.0,648.0,66.0,714.0,1.0,0.0,1.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,56,COLOMBIA,,,,,,,,,,,,,,,,1.0,465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0,193.0,464.0,0.0,0.0,0.0,370.0,125.0,495.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,57,COSTA RICA,,,,,,,,,,,,,,,,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,11.0,42.0,0.0,0.0,0.0,102.0,18.0,120.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,58,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,0.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,39.0,56.0,0.0,0.0,0.0,185.0,66.0,251.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,59,ECUADOR,,,,,,,,,,,,,,,,0.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,133.0,183.0,0.0,0.0,0.0,234.0,134.0,368.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,60,EL SALVADOR,,,,,,,,,,,,,,,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,10.0,0.0,0.0,0.0,22.0,19.0,41.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,62,GUATEMALA,,,,,,,,,,,,,,,,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,23.0,39.0,0.0,0.0,0.0,59.0,47.0,106.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,63,HONDURAS,,,,,,,,,,,,,,,,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,16.0,24.0,0.0,0.0,0.0,30.0,27.0,57.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,64,MEXICO,,,,,,,,,,,,,,,,54.0,6160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458.0,786.0,3244.0,877.0,1985.0,2862.0,3265.0,1133.0,4398.0,26.0,1.0,27.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,66,PERU,,,,,,,,,,,,,,,,1.0,387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0,52.0,386.0,0.0,0.0,0.0,365.0,60.0,425.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,67,URUGUAY,,,,,,,,,,,,,,,,13.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,17.0,43.0,0.0,4.0,4.0,192.0,22.0,214.0,0.0,4.0,4.0
2019Q3,2019,3,Table 4.2,2,All Others,Latin America and Caribbean,country_data,68,VENEZUELA,,,,,,,,,,,,,,,,0.0,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,511.0,581.0,0.0,0.0,0.0,205.0,657.0,862.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Banking Centers,country_data,104,BAHAMAS,,,,,,,,,,,,,,,,13.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,88.0,245.0,0.0,0.0,0.0,489.0,106.0,595.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Banking Centers,country_data,107,CAYMAN ISLANDS,,,,,,,,,,,,,,,,12.0,4093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4036.0,45.0,4081.0,0.0,0.0,0.0,5675.0,41.0,5716.0,0.0,0.0,0.0
2019Q3,2019,3,Table 4.2,2,All Others,Banking Centers,country_data,111,PANAMA,,,,,,,,,,,,,,,,37.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,30.0,162.0,0.0,0.0,0.0,621.0,35.0,656.0,14.0,0.0,14.0
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,51,ANGUILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,549.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,196.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,52,ARGENTINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,1309.0,1829.0,2088.0,1384.0,87.0,2718.0,235.0,668.0,0.0,668.0,668.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,53,BRAZIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,14334.0,14934.0,16408.0,20971.0,4754.0,36262.0,1500.0,15015.0,0.0,14314.0,15015.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,54,CHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,600.0,607.0,1361.0,2662.0,371.0,1109.0,87.0,127.0,0.0,92.0,127.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,55,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,2399.0,2489.0,2641.0,348.0,458.0,1420.0,132.0,230.0,0.0,230.0,230.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,56,COSTA RICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,274.0,484.0,536.0,503.0,153.0,176.0,5.0,33.0,0.0,33.0,33.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,57,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,193.0,279.0,273.0,139.0,190.0,153.0,27.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,58,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.0,0.0,552.0,679.0,110.0,61.0,1732.0,86.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,59,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,5.0,162.0,161.0,153.0,121.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,61,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,174.0,258.0,266.0,51.0,151.0,72.0,10.0,90.0,0.0,90.0,90.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,62,HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,88.0,110.0,96.0,39.0,57.0,31.0,0.0,10.0,0.0,10.0,10.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,63,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5759.0,60809.0,66568.0,66881.0,16015.0,15134.0,12759.0,1922.0,1547.0,0.0,1476.0,1547.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,65,PERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0,972.0,1417.0,1505.0,423.0,284.0,764.0,18.0,302.0,0.0,106.0,302.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,66,URUGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.0,198.0,1239.0,738.0,1850.0,0.0,348.0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Latin America and Caribbean,country_data,67,VENEZUELA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,6.0,115.0,22.0,0.0,34.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Banking Centers,country_data,103,BAHAMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2524.0,232.0,2756.0,5287.0,-288.0,6.0,961.0,4.0,5136.0,20.0,454.0,5136.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Banking Centers,country_data,106,CAYMAN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13079.0,4.0,13083.0,180785.0,16598.0,70493.0,28815.0,844.0,247206.0,744.0,51027.0,247206.0,,,,,,,,,,,,
2019Q3,2019,3,Table 3,3,LFI,Banking Centers,country_data,110,PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,10.0,910.0,1267.0,-129.0,502.0,353.0,40.0,52.0,0.0,0.0,52.0,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,50,ANGUILLA,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,339.0,331.0,339.0,27.0,0.0,312.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,51,ARGENTINA,,,,,,,,,,,,,,,665.0,,,,2295.0,,,,,,,,,,,,,4829.0,3816.0,7789.0,893.0,34.0,6930.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,52,BRAZIL,,,,,,,,,,,,,,,825.0,,,,36823.0,,,,,,,,,,,,,42996.0,33167.0,80644.0,4692.0,12047.0,88003.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,53,CHILE,,,,,,,,,,,,,,,25.0,,,,3254.0,,,,,,,,,,,,,8712.0,6956.0,11991.0,328.0,187.0,11851.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,54,COLOMBIA,,,,,,,,,,,,,,,373.0,,,,2384.0,,,,,,,,,,,,,4348.0,2943.0,7105.0,1076.0,580.0,6608.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,55,COSTA RICA,,,,,,,,,,,,,,,397.0,,,,370.0,,,,,,,,,,,,,465.0,630.0,1232.0,136.0,41.0,1136.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,56,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,111.0,,,,319.0,,,,,,,,,,,,,1051.0,829.0,1481.0,292.0,39.0,1228.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,57,ECUADOR,,,,,,,,,,,,,,,665.0,,,,0.0,,,,,,,,,,,,,2268.0,1923.0,2933.0,239.0,4.0,2698.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,58,EL SALVADOR,,,,,,,,,,,,,,,223.0,,,,0.0,,,,,,,,,,,,,374.0,474.0,597.0,141.0,33.0,490.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,60,GUATEMALA,,,,,,,,,,,,,,,114.0,,,,207.0,,,,,,,,,,,,,1400.0,1306.0,1721.0,215.0,171.0,1678.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,61,HONDURAS,,,,,,,,,,,,,,,55.0,,,,91.0,,,,,,,,,,,,,384.0,294.0,530.0,96.0,5.0,439.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,62,MEXICO,,,,,,,,,,,,,,,7490.0,,,,69953.0,,,,,,,,,,,,,17885.0,13988.0,95328.0,6752.0,2371.0,90942.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,64,PERU,,,,,,,,,,,,,,,391.0,,,,1498.0,,,,,,,,,,,,,3436.0,2514.0,5325.0,519.0,693.0,5496.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,65,URUGUAY,,,,,,,,,,,,,,,395.0,,,,291.0,,,,,,,,,,,,,897.0,631.0,1583.0,137.0,63.0,1511.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Latin America and Caribbean,country_data,66,VENEZUELA,,,,,,,,,,,,,,,5.0,,,,3.0,,,,,,,,,,,,,650.0,301.0,658.0,409.0,52.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Banking Centers,country_data,102,BAHAMAS,,,,,,,,,,,,,,,10.0,,,,40.0,,,,,,,,,,,,,12490.0,10992.0,12540.0,3480.0,100.0,9162.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Banking Centers,country_data,105,CAYMAN ISLANDS,,,,,,,,,,,,,,,665.0,,,,4.0,,,,,,,,,,,,,473300.0,355645.0,473969.0,42072.0,8485.0,440380.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 2,2,LFI,Banking Centers,country_data,109,PANAMA,,,,,,,,,,,,,,,745.0,,,,14.0,,,,,,,,,,,,,4093.0,2204.0,4852.0,1599.0,488.0,3744.0,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,53,ANGUILLA,312.0,0.0,0.0,0.0,33.0,345.0,68.0,22.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,54,ARGENTINA,4181.0,2749.0,617.0,2132.0,101.0,7031.0,100.0,113.0,9339.0,10295.0,4817.0,5771.0,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,55,BRAZIL,51465.0,36538.0,743.0,35795.0,1283.0,89286.0,4075.0,1954.0,33056.0,32528.0,14210.0,13681.0,7004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,56,CHILE,8574.0,3277.0,25.0,3252.0,986.0,12837.0,548.0,155.0,5259.0,5607.0,2405.0,2752.0,3281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,57,COLOMBIA,4197.0,2411.0,373.0,2038.0,129.0,6737.0,327.0,427.0,10999.0,11428.0,4296.0,4725.0,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,58,COSTA RICA,375.0,761.0,394.0,367.0,30.0,1166.0,44.0,69.0,8.0,5.0,7.0,4.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,59,DOMINICAN REPUBLIC,798.0,430.0,111.0,319.0,9.0,1237.0,24.0,142.0,19.0,6.0,19.0,6.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,60,ECUADOR,2079.0,619.0,618.0,1.0,10.0,2708.0,35.0,144.0,249.0,1618.0,249.0,1618.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,61,EL SALVADOR,267.0,223.0,223.0,0.0,0.0,490.0,24.0,12.0,7.0,8.0,2.0,3.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,63,GUATEMALA,1357.0,321.0,115.0,206.0,9.0,1687.0,23.0,139.0,20.0,20.0,0.0,0.0,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,64,HONDURAS,302.0,137.0,54.0,83.0,5.0,444.0,17.0,55.0,0.0,0.0,0.0,0.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,65,MEXICO,15742.0,75200.0,6537.0,68663.0,2532.0,93474.0,25597.0,1454.0,31832.0,33241.0,14010.0,15420.0,1351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,67,PERU,3782.0,1714.0,375.0,1339.0,134.0,5630.0,120.0,407.0,4610.0,5034.0,2433.0,2857.0,644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,68,URUGUAY,851.0,660.0,372.0,288.0,97.0,1608.0,46.0,74.0,140.0,182.0,140.0,182.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019Q3,2019,3,Table 1,1,LFI,Latin America and Caribbean,country_data,69,VENEZUELA,293.0,6.0,4.0,2.0,1.0,300.0,16.0,8.0,338.0,321.0,285.0,268.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
