year,quarter,period,bank_group,country_region,Trade_Finance
2017,3,2017Q3,LFI,CHILE,3823.0
2017,3,2017Q3,LFI,COLOMBIA,1153.0
2017,3,2017Q3,LFI,COSTA RICA,311.0
2017,3,2017Q3,LFI,DOMINICAN REPUBLIC,317.0
2017,3,2017Q3,LFI,ECUADOR,148.0
2017,3,2017Q3,LFI,EL SALVADOR,222.0
2017,3,2017Q3,LFI,GUATEMALA,932.0
2017,3,2017Q3,LFI,HONDURAS,149.0
2017,3,2017Q3,LFI,MEXICO,1606.0
2017,3,2017Q3,LFI,PERU,922.0
2017,3,2017Q3,LFI,URUGUAY,38.0
2017,3,2017Q3,LFI,VENEZUELA,0.0
2017,3,2017Q3,LFI,BAHAMAS,16.0
2017,3,2017Q3,LFI,CAYMAN ISLANDS,171.0
2017,3,2017Q3,LFI,PANAMA,363.0
2017,3,2017Q3,All Banks,ANGUILLA,0.0
2017,3,2017Q3,All Banks,ARGENTINA,184.0
2017,3,2017Q3,All Banks,BRAZIL,7090.0
2017,3,2017Q3,All Banks,CHILE,3903.0
2017,3,2017Q3,All Banks,COLOMBIA,1174.0
2017,3,2017Q3,All Banks,COSTA RICA,342.0
2017,3,2017Q3,All Banks,DOMINICAN REPUBLIC,353.0
2017,3,2017Q3,All Banks,ECUADOR,169.0
2017,3,2017Q3,All Banks,EL SALVADOR,237.0
2017,3,2017Q3,All Banks,GUATEMALA,1049.0
2017,3,2017Q3,All Banks,HONDURAS,161.0
2017,3,2017Q3,All Banks,MEXICO,1648.0
2017,3,2017Q3,All Banks,PERU,933.0
2017,3,2017Q3,All Banks,URUGUAY,38.0
2017,3,2017Q3,All Banks,VENEZUELA,33.0
2017,3,2017Q3,All Banks,BAHAMAS,16.0
2017,3,2017Q3,All Banks,CAYMAN ISLANDS,178.0
2017,3,2017Q3,All Banks,PANAMA,480.0
2017,4,2017Q4,All Others,ANGUILLA,0.0
2017,4,2017Q4,All Others,ARGENTINA,1.0
2017,4,2017Q4,All Others,BRAZIL,87.0
2017,4,2017Q4,All Others,CHILE,73.0
2017,4,2017Q4,All Others,COLOMBIA,35.0
2017,4,2017Q4,All Others,COSTA RICA,27.0
2017,4,2017Q4,All Others,DOMINICAN REPUBLIC,20.0
2017,4,2017Q4,All Others,ECUADOR,9.0
2017,4,2017Q4,All Others,EL SALVADOR,11.0
2017,4,2017Q4,All Others,GUATEMALA,68.0
2017,4,2017Q4,All Others,HONDURAS,2.0
2017,4,2017Q4,All Others,MEXICO,40.0
2017,4,2017Q4,All Others,PERU,2.0
2017,4,2017Q4,All Others,URUGUAY,0.0
2017,4,2017Q4,All Others,VENEZUELA,32.0
2017,4,2017Q4,All Others,BAHAMAS,0.0
2017,4,2017Q4,All Others,CAYMAN ISLANDS,27.0
2017,4,2017Q4,All Others,PANAMA,115.0
2017,4,2017Q4,LFI,ANGUILLA,0.0
2017,4,2017Q4,LFI,ARGENTINA,147.0
2017,4,2017Q4,LFI,BRAZIL,5412.0
2017,4,2017Q4,LFI,CHILE,2395.0
2017,4,2017Q4,LFI,COLOMBIA,847.0
2017,4,2017Q4,LFI,COSTA RICA,123.0
2017,4,2017Q4,LFI,DOMINICAN REPUBLIC,206.0
2017,4,2017Q4,LFI,ECUADOR,93.0
2017,4,2017Q4,LFI,EL SALVADOR,92.0
2017,4,2017Q4,LFI,GUATEMALA,657.0
2017,4,2017Q4,LFI,HONDURAS,35.0
2017,4,2017Q4,LFI,MEXICO,730.0
2017,4,2017Q4,LFI,PERU,578.0
2017,4,2017Q4,LFI,URUGUAY,194.0
2017,4,2017Q4,LFI,VENEZUELA,0.0
2017,4,2017Q4,LFI,BAHAMAS,147.0
2017,4,2017Q4,LFI,CAYMAN ISLANDS,361.0
2017,4,2017Q4,LFI,PANAMA,279.0
2017,4,2017Q4,All Banks,ANGUILLA,0.0
2017,4,2017Q4,All Banks,ARGENTINA,148.0
2017,4,2017Q4,All Banks,BRAZIL,5499.0
2017,4,2017Q4,All Banks,CHILE,2468.0
2017,4,2017Q4,All Banks,COLOMBIA,882.0
2017,4,2017Q4,All Banks,COSTA RICA,150.0
2017,4,2017Q4,All Banks,DOMINICAN REPUBLIC,226.0
2017,4,2017Q4,All Banks,ECUADOR,102.0
2017,4,2017Q4,All Banks,EL SALVADOR,103.0
2017,4,2017Q4,All Banks,GUATEMALA,725.0
2017,4,2017Q4,All Banks,HONDURAS,37.0
2017,4,2017Q4,All Banks,MEXICO,770.0
2017,4,2017Q4,All Banks,PERU,580.0
2017,4,2017Q4,All Banks,URUGUAY,194.0
2017,4,2017Q4,All Banks,VENEZUELA,32.0
2017,4,2017Q4,All Banks,BAHAMAS,147.0
2017,4,2017Q4,All Banks,CAYMAN ISLANDS,388.0
2017,4,2017Q4,All Banks,PANAMA,394.0
2018,1,2018Q1,All Others,ANGUILLA,0.0
2018,1,2018Q1,All Others,ARGENTINA,0.0
2018,1,2018Q1,All Others,BRAZIL,114.0
2018,1,2018Q1,All Others,CHILE,59.0
2018,1,2018Q1,All Others,COLOMBIA,16.0
2018,1,2018Q1,All Others,COSTA RICA,27.0
2018,1,2018Q1,All Others,DOMINICAN REPUBLIC,3.0
2018,1,2018Q1,All Others,ECUADOR,8.0
2018,1,2018Q1,All Others,EL SALVADOR,15.0
2018,1,2018Q1,All Others,GUATEMALA,75.0
2018,1,2018Q1,All Others,HONDURAS,3.0
2018,1,2018Q1,All Others,MEXICO,30.0
2018,1,2018Q1,All Others,PERU,12.0
2018,1,2018Q1,All Others,URUGUAY,0.0
2018,1,2018Q1,All Others,VENEZUELA,32.0
2018,1,2018Q1,All Others,BAHAMAS,0.0
2018,1,2018Q1,All Others,CAYMAN ISLANDS,33.0
2018,1,2018Q1,All Others,PANAMA,136.0
2018,1,2018Q1,LFI,ANGUILLA,0.0
2018,1,2018Q1,LFI,ARGENTINA,200.0
2018,1,2018Q1,LFI,BRAZIL,5111.0
2018,1,2018Q1,LFI,CHILE,2342.0
2018,1,2018Q1,LFI,COLOMBIA,725.0
2018,1,2018Q1,LFI,COSTA RICA,153.0
2018,1,2018Q1,LFI,DOMINICAN REPUBLIC,296.0
2018,1,2018Q1,LFI,ECUADOR,112.0
2018,1,2018Q1,LFI,EL SALVADOR,93.0
2018,1,2018Q1,LFI,GUATEMALA,668.0
2018,1,2018Q1,LFI,HONDURAS,119.0
2018,1,2018Q1,LFI,MEXICO,1154.0
2018,1,2018Q1,LFI,PERU,288.0
2018,1,2018Q1,LFI,URUGUAY,55.0
2018,1,2018Q1,LFI,VENEZUELA,0.0
2018,1,2018Q1,LFI,BAHAMAS,23.0
2018,1,2018Q1,LFI,CAYMAN ISLANDS,628.0
2018,1,2018Q1,LFI,PANAMA,301.0
2018,1,2018Q1,All Banks,ANGUILLA,0.0
2018,1,2018Q1,All Banks,ARGENTINA,200.0
2018,1,2018Q1,All Banks,BRAZIL,5225.0
2018,1,2018Q1,All Banks,CHILE,2401.0
2018,1,2018Q1,All Banks,COLOMBIA,741.0
2018,1,2018Q1,All Banks,COSTA RICA,180.0
2018,1,2018Q1,All Banks,DOMINICAN REPUBLIC,299.0
2018,1,2018Q1,All Banks,ECUADOR,120.0
2018,1,2018Q1,All Banks,EL SALVADOR,108.0
2018,1,2018Q1,All Banks,GUATEMALA,743.0
2018,1,2018Q1,All Banks,HONDURAS,122.0
2018,1,2018Q1,All Banks,MEXICO,1184.0
2018,1,2018Q1,All Banks,PERU,300.0
2018,1,2018Q1,All Banks,URUGUAY,55.0
2018,1,2018Q1,All Banks,VENEZUELA,32.0
2018,1,2018Q1,All Banks,BAHAMAS,23.0
2018,1,2018Q1,All Banks,CAYMAN ISLANDS,661.0
2018,1,2018Q1,All Banks,PANAMA,437.0
2018,2,2018Q2,All Others,ANGUILLA,0.0
2018,2,2018Q2,All Others,ARGENTINA,0.0
2018,2,2018Q2,All Others,BRAZIL,120.0
2018,2,2018Q2,All Others,CHILE,47.0
2018,2,2018Q2,All Others,COLOMBIA,16.0
2018,2,2018Q2,All Others,COSTA RICA,16.0
2018,2,2018Q2,All Others,DOMINICAN REPUBLIC,0.0
2018,2,2018Q2,All Others,ECUADOR,10.0
2018,2,2018Q2,All Others,EL SALVADOR,18.0
2018,2,2018Q2,All Others,GUATEMALA,78.0
2018,2,2018Q2,All Others,HONDURAS,2.0
2018,2,2018Q2,All Others,MEXICO,29.0
2018,2,2018Q2,All Others,PERU,31.0
2018,2,2018Q2,All Others,URUGUAY,0.0
2018,2,2018Q2,All Others,VENEZUELA,48.0
2018,2,2018Q2,All Others,BAHAMAS,0.0
2018,2,2018Q2,All Others,CAYMAN ISLANDS,37.0
2018,2,2018Q2,All Others,PANAMA,126.0
2018,2,2018Q2,LFI,ANGUILLA,0.0
2018,2,2018Q2,LFI,ARGENTINA,133.0
2018,2,2018Q2,LFI,BRAZIL,4297.0
2018,2,2018Q2,LFI,CHILE,2210.0
2018,2,2018Q2,LFI,COLOMBIA,473.0
2018,2,2018Q2,LFI,COSTA RICA,131.0
2018,2,2018Q2,LFI,DOMINICAN REPUBLIC,133.0
2018,2,2018Q2,LFI,ECUADOR,129.0
2018,2,2018Q2,LFI,EL SALVADOR,58.0
2018,2,2018Q2,LFI,GUATEMALA,415.0
2018,2,2018Q2,LFI,HONDURAS,89.0
2018,2,2018Q2,LFI,MEXICO,953.0
2018,2,2018Q2,LFI,PERU,447.0
2018,2,2018Q2,LFI,URUGUAY,11.0
2018,2,2018Q2,LFI,VENEZUELA,0.0
2018,2,2018Q2,LFI,BAHAMAS,0.0
2018,2,2018Q2,LFI,CAYMAN ISLANDS,713.0
2018,2,2018Q2,LFI,PANAMA,228.0
2018,2,2018Q2,All Banks,ANGUILLA,0.0
2018,2,2018Q2,All Banks,ARGENTINA,133.0
2018,2,2018Q2,All Banks,BRAZIL,4417.0
2018,2,2018Q2,All Banks,CHILE,2257.0
2018,2,2018Q2,All Banks,COLOMBIA,489.0
2018,2,2018Q2,All Banks,COSTA RICA,147.0
2018,2,2018Q2,All Banks,DOMINICAN REPUBLIC,133.0
2018,2,2018Q2,All Banks,ECUADOR,139.0
2018,2,2018Q2,All Banks,EL SALVADOR,76.0
2018,2,2018Q2,All Banks,GUATEMALA,493.0
2018,2,2018Q2,All Banks,HONDURAS,91.0
2018,2,2018Q2,All Banks,MEXICO,982.0
2018,2,2018Q2,All Banks,PERU,478.0
2018,2,2018Q2,All Banks,URUGUAY,11.0
2018,2,2018Q2,All Banks,VENEZUELA,48.0
2018,2,2018Q2,All Banks,BAHAMAS,0.0
2018,2,2018Q2,All Banks,CAYMAN ISLANDS,750.0
2018,2,2018Q2,All Banks,PANAMA,354.0
2018,3,2018Q3,All Others,ANGUILLA,56.0
2018,3,2018Q3,All Others,ARGENTINA,7.0
2018,3,2018Q3,All Others,BRAZIL,87.0
2018,3,2018Q3,All Others,CHILE,45.0
2018,3,2018Q3,All Others,COLOMBIA,12.0
2018,3,2018Q3,All Others,COSTA RICA,5.0
2018,3,2018Q3,All Others,DOMINICAN REPUBLIC,16.0
2018,3,2018Q3,All Others,ECUADOR,28.0
2018,3,2018Q3,All Others,EL SALVADOR,11.0
2018,3,2018Q3,All Others,GUATEMALA,68.0
2018,3,2018Q3,All Others,HONDURAS,12.0
2018,3,2018Q3,All Others,MEXICO,20.0
2018,3,2018Q3,All Others,PERU,23.0
2018,3,2018Q3,All Others,URUGUAY,0.0
2018,3,2018Q3,All Others,VENEZUELA,55.0
2018,3,2018Q3,All Others,BAHAMAS,0.0
2018,3,2018Q3,All Others,CAYMAN ISLANDS,49.0
2018,3,2018Q3,All Others,PANAMA,80.0
2018,3,2018Q3,LFI,ANGUILLA,0.0
2018,3,2018Q3,LFI,ARGENTINA,381.0
2018,3,2018Q3,LFI,BRAZIL,5473.0
2018,3,2018Q3,LFI,CHILE,2437.0
2018,3,2018Q3,LFI,COLOMBIA,642.0
2018,3,2018Q3,LFI,COSTA RICA,207.0
2018,3,2018Q3,LFI,DOMINICAN REPUBLIC,200.0
2018,3,2018Q3,LFI,ECUADOR,177.0
2018,3,2018Q3,LFI,EL SALVADOR,143.0
2018,3,2018Q3,LFI,GUATEMALA,777.0
2018,3,2018Q3,LFI,HONDURAS,137.0
2018,3,2018Q3,LFI,MEXICO,996.0
2018,3,2018Q3,LFI,PERU,471.0
2018,3,2018Q3,LFI,URUGUAY,102.0
2018,3,2018Q3,LFI,VENEZUELA,0.0
2018,3,2018Q3,LFI,BAHAMAS,42.0
2018,3,2018Q3,LFI,CAYMAN ISLANDS,435.0
2018,3,2018Q3,LFI,PANAMA,337.0
2018,3,2018Q3,All Banks,ANGUILLA,56.0
2018,3,2018Q3,All Banks,ARGENTINA,388.0
2018,3,2018Q3,All Banks,BRAZIL,5560.0
2018,3,2018Q3,All Banks,CHILE,2482.0
2018,3,2018Q3,All Banks,COLOMBIA,654.0
2018,3,2018Q3,All Banks,COSTA RICA,212.0
2018,3,2018Q3,All Banks,DOMINICAN REPUBLIC,216.0
2018,3,2018Q3,All Banks,ECUADOR,205.0
2018,3,2018Q3,All Banks,EL SALVADOR,154.0
2018,3,2018Q3,All Banks,GUATEMALA,845.0
2018,3,2018Q3,All Banks,HONDURAS,149.0
2018,3,2018Q3,All Banks,MEXICO,1016.0
2018,3,2018Q3,All Banks,PERU,494.0
2018,3,2018Q3,All Banks,URUGUAY,102.0
2018,3,2018Q3,All Banks,VENEZUELA,55.0
2018,3,2018Q3,All Banks,BAHAMAS,42.0
2018,3,2018Q3,All Banks,CAYMAN ISLANDS,484.0
2018,3,2018Q3,All Banks,PANAMA,417.0
2018,4,2018Q4,All Others,ANGUILLA,61.0
2018,4,2018Q4,All Others,ARGENTINA,7.0
2018,4,2018Q4,All Others,BRAZIL,83.0
2018,4,2018Q4,All Others,CHILE,44.0
2018,4,2018Q4,All Others,COLOMBIA,0.0
2018,4,2018Q4,All Others,COSTA RICA,15.0
2018,4,2018Q4,All Others,DOMINICAN REPUBLIC,16.0
2018,4,2018Q4,All Others,ECUADOR,23.0
2018,4,2018Q4,All Others,EL SALVADOR,12.0
2018,4,2018Q4,All Others,GUATEMALA,73.0
2018,4,2018Q4,All Others,HONDURAS,2.0
2018,4,2018Q4,All Others,MEXICO,18.0
2018,4,2018Q4,All Others,PERU,10.0
2018,4,2018Q4,All Others,URUGUAY,0.0
2018,4,2018Q4,All Others,VENEZUELA,47.0
2018,4,2018Q4,All Others,BAHAMAS,0.0
2018,4,2018Q4,All Others,CAYMAN ISLANDS,0.0
2018,4,2018Q4,All Others,PANAMA,108.0
2018,4,2018Q4,LFI,ANGUILLA,0.0
2018,4,2018Q4,LFI,ARGENTINA,375.0
2018,4,2018Q4,LFI,BRAZIL,6438.0
2018,4,2018Q4,LFI,CHILE,2671.0
2018,4,2018Q4,LFI,COLOMBIA,603.0
2018,4,2018Q4,LFI,COSTA RICA,192.0
2018,4,2018Q4,LFI,DOMINICAN REPUBLIC,212.0
2018,4,2018Q4,LFI,ECUADOR,162.0
2018,4,2018Q4,LFI,EL SALVADOR,152.0
2018,4,2018Q4,LFI,GUATEMALA,734.0
2018,4,2018Q4,LFI,HONDURAS,152.0
2018,4,2018Q4,LFI,MEXICO,1030.0
2018,4,2018Q4,LFI,PERU,485.0
2018,4,2018Q4,LFI,URUGUAY,101.0
2018,4,2018Q4,LFI,VENEZUELA,0.0
2018,4,2018Q4,LFI,BAHAMAS,33.0
2018,4,2018Q4,LFI,CAYMAN ISLANDS,500.0
2018,4,2018Q4,LFI,PANAMA,390.0
2018,4,2018Q4,All Banks,ANGUILLA,61.0
2018,4,2018Q4,All Banks,ARGENTINA,382.0
2018,4,2018Q4,All Banks,BRAZIL,6521.0
2018,4,2018Q4,All Banks,CHILE,2715.0
2018,4,2018Q4,All Banks,COLOMBIA,603.0
2018,4,2018Q4,All Banks,COSTA RICA,207.0
2018,4,2018Q4,All Banks,DOMINICAN REPUBLIC,228.0
2018,4,2018Q4,All Banks,ECUADOR,185.0
2018,4,2018Q4,All Banks,EL SALVADOR,164.0
2018,4,2018Q4,All Banks,GUATEMALA,807.0
2018,4,2018Q4,All Banks,HONDURAS,154.0
2018,4,2018Q4,All Banks,MEXICO,1048.0
2018,4,2018Q4,All Banks,PERU,495.0
2018,4,2018Q4,All Banks,URUGUAY,101.0
2018,4,2018Q4,All Banks,VENEZUELA,47.0
2018,4,2018Q4,All Banks,BAHAMAS,33.0
2018,4,2018Q4,All Banks,CAYMAN ISLANDS,500.0
2018,4,2018Q4,All Banks,PANAMA,498.0
2019,1,2019Q1,All Others,ANGUILLA,76.0
2019,1,2019Q1,All Others,ARGENTINA,2.0
2019,1,2019Q1,All Others,BRAZIL,85.0
2019,1,2019Q1,All Others,CHILE,13.0
2019,1,2019Q1,All Others,COLOMBIA,0.0
2019,1,2019Q1,All Others,COSTA RICA,10.0
2019,1,2019Q1,All Others,DOMINICAN REPUBLIC,15.0
2019,1,2019Q1,All Others,ECUADOR,18.0
2019,1,2019Q1,All Others,EL SALVADOR,16.0
2019,1,2019Q1,All Others,GUATEMALA,59.0
2019,1,2019Q1,All Others,HONDURAS,3.0
2019,1,2019Q1,All Others,MEXICO,22.0
2019,1,2019Q1,All Others,PERU,8.0
2019,1,2019Q1,All Others,URUGUAY,0.0
2019,1,2019Q1,All Others,VENEZUELA,54.0
2019,1,2019Q1,All Others,BAHAMAS,0.0
2019,1,2019Q1,All Others,CAYMAN ISLANDS,0.0
2019,1,2019Q1,All Others,PANAMA,122.0
2019,1,2019Q1,LFI,ANGUILLA,0.0
2019,1,2019Q1,LFI,ARGENTINA,317.0
2019,1,2019Q1,LFI,BRAZIL,6371.0
2019,1,2019Q1,LFI,CHILE,3245.0
2019,1,2019Q1,LFI,COLOMBIA,905.0
2019,1,2019Q1,LFI,COSTA RICA,224.0
2019,1,2019Q1,LFI,DOMINICAN REPUBLIC,155.0
2019,1,2019Q1,LFI,ECUADOR,152.0
2019,1,2019Q1,LFI,EL SALVADOR,103.0
2019,1,2019Q1,LFI,GUATEMALA,718.0
2019,1,2019Q1,LFI,HONDURAS,125.0
2019,1,2019Q1,LFI,MEXICO,1276.0
2019,1,2019Q1,LFI,PERU,736.0
2019,1,2019Q1,LFI,URUGUAY,35.0
2019,1,2019Q1,LFI,VENEZUELA,0.0
2019,1,2019Q1,LFI,BAHAMAS,59.0
2019,1,2019Q1,LFI,CAYMAN ISLANDS,225.0
2019,1,2019Q1,LFI,PANAMA,447.0
2019,1,2019Q1,All Banks,ANGUILLA,76.0
2019,1,2019Q1,All Banks,ARGENTINA,319.0
2019,1,2019Q1,All Banks,BRAZIL,6456.0
2019,1,2019Q1,All Banks,CHILE,3258.0
2019,1,2019Q1,All Banks,COLOMBIA,905.0
2019,1,2019Q1,All Banks,COSTA RICA,234.0
2019,1,2019Q1,All Banks,DOMINICAN REPUBLIC,170.0
2019,1,2019Q1,All Banks,ECUADOR,170.0
2019,1,2019Q1,All Banks,EL SALVADOR,119.0
2019,1,2019Q1,All Banks,GUATEMALA,777.0
2019,1,2019Q1,All Banks,HONDURAS,128.0
2019,1,2019Q1,All Banks,MEXICO,1298.0
2019,1,2019Q1,All Banks,PERU,744.0
2019,1,2019Q1,All Banks,URUGUAY,35.0
2019,1,2019Q1,All Banks,VENEZUELA,54.0
2019,1,2019Q1,All Banks,BAHAMAS,59.0
2019,1,2019Q1,All Banks,CAYMAN ISLANDS,225.0
2019,1,2019Q1,All Banks,PANAMA,569.0
2019,2,2019Q2,All Others,ANGUILLA,69.0
2019,2,2019Q2,All Others,ARGENTINA,0.0
2019,2,2019Q2,All Others,BRAZIL,103.0
2019,2,2019Q2,All Others,CHILE,19.0
2019,2,2019Q2,All Others,COLOMBIA,0.0
2019,2,2019Q2,All Others,COSTA RICA,10.0
2019,2,2019Q2,All Others,DOMINICAN REPUBLIC,24.0
2019,2,2019Q2,All Others,ECUADOR,38.0
2019,2,2019Q2,All Others,EL SALVADOR,5.0
2019,2,2019Q2,All Others,GUATEMALA,45.0
2019,2,2019Q2,All Others,HONDURAS,4.0
2019,2,2019Q2,All Others,MEXICO,7.0
2019,2,2019Q2,All Others,PERU,2.0
2019,2,2019Q2,All Others,URUGUAY,0.0
2019,2,2019Q2,All Others,VENEZUELA,54.0
2019,2,2019Q2,All Others,BAHAMAS,0.0
2019,2,2019Q2,All Others,CAYMAN ISLANDS,0.0
2019,2,2019Q2,All Others,PANAMA,115.0
2019,2,2019Q2,LFI,ANGUILLA,0.0
2019,2,2019Q2,LFI,ARGENTINA,290.0
2019,2,2019Q2,LFI,BRAZIL,6819.0
2019,2,2019Q2,LFI,CHILE,3462.0
2019,2,2019Q2,LFI,COLOMBIA,619.0
2019,2,2019Q2,LFI,COSTA RICA,223.0
2019,2,2019Q2,LFI,DOMINICAN REPUBLIC,215.0
2019,2,2019Q2,LFI,ECUADOR,153.0
2019,2,2019Q2,LFI,EL SALVADOR,75.0
2019,2,2019Q2,LFI,GUATEMALA,732.0
2019,2,2019Q2,LFI,HONDURAS,147.0
2019,2,2019Q2,LFI,MEXICO,1383.0
2019,2,2019Q2,LFI,PERU,694.0
2019,2,2019Q2,LFI,URUGUAY,142.0
2019,2,2019Q2,LFI,VENEZUELA,0.0
2019,2,2019Q2,LFI,BAHAMAS,32.0
2019,2,2019Q2,LFI,CAYMAN ISLANDS,326.0
2019,2,2019Q2,LFI,PANAMA,360.0
2019,2,2019Q2,All Banks,ANGUILLA,69.0
2019,2,2019Q2,All Banks,ARGENTINA,290.0
2019,2,2019Q2,All Banks,BRAZIL,6922.0
2019,2,2019Q2,All Banks,CHILE,3481.0
2019,2,2019Q2,All Banks,COLOMBIA,619.0
2019,2,2019Q2,All Banks,COSTA RICA,233.0
2019,2,2019Q2,All Banks,DOMINICAN REPUBLIC,239.0
2019,2,2019Q2,All Banks,ECUADOR,191.0
2019,2,2019Q2,All Banks,EL SALVADOR,80.0
2019,2,2019Q2,All Banks,GUATEMALA,777.0
2019,2,2019Q2,All Banks,HONDURAS,151.0
2019,2,2019Q2,All Banks,MEXICO,1390.0
2019,2,2019Q2,All Banks,PERU,696.0
2019,2,2019Q2,All Banks,URUGUAY,142.0
2019,2,2019Q2,All Banks,VENEZUELA,54.0
2019,2,2019Q2,All Banks,BAHAMAS,32.0
2019,2,2019Q2,All Banks,CAYMAN ISLANDS,326.0
2019,2,2019Q2,All Banks,PANAMA,475.0
2019,3,2019Q3,All Others,ANGUILLA,73.0
2019,3,2019Q3,All Others,ARGENTINA,2.0
2019,3,2019Q3,All Others,BRAZIL,138.0
2019,3,2019Q3,All Others,CHILE,14.0
2019,3,2019Q3,All Others,COLOMBIA,0.0
2019,3,2019Q3,All Others,COSTA RICA,0.0
2019,3,2019Q3,All Others,DOMINICAN REPUBLIC,5.0
2019,3,2019Q3,All Others,ECUADOR,19.0
2019,3,2019Q3,All Others,EL SALVADOR,0.0
2019,3,2019Q3,All Others,GUATEMALA,37.0
2019,3,2019Q3,All Others,HONDURAS,2.0
2019,3,2019Q3,All Others,MEXICO,17.0
2019,3,2019Q3,All Others,PERU,0.0
2019,3,2019Q3,All Others,URUGUAY,0.0
2019,3,2019Q3,All Others,VENEZUELA,46.0
2019,3,2019Q3,All Others,BAHAMAS,0.0
2019,3,2019Q3,All Others,CAYMAN ISLANDS,13.0
2019,3,2019Q3,All Others,PANAMA,112.0
2019,3,2019Q3,LFI,ANGUILLA,0.0
2019,3,2019Q3,LFI,ARGENTINA,342.0
2019,3,2019Q3,LFI,BRAZIL,7004.0
2019,3,2019Q3,LFI,CHILE,3281.0
2019,3,2019Q3,LFI,COLOMBIA,777.0
2019,3,2019Q3,LFI,COSTA RICA,187.0
2019,3,2019Q3,LFI,DOMINICAN REPUBLIC,215.0
2019,3,2019Q3,LFI,ECUADOR,137.0
2019,3,2019Q3,LFI,EL SALVADOR,137.0
2019,3,2019Q3,LFI,GUATEMALA,760.0
2019,3,2019Q3,LFI,HONDURAS,150.0
2019,3,2019Q3,LFI,MEXICO,1351.0
2019,3,2019Q3,LFI,PERU,644.0
2019,3,2019Q3,LFI,URUGUAY,22.0
2019,3,2019Q3,LFI,VENEZUELA,0.0
2019,3,2019Q3,LFI,BAHAMAS,42.0
2019,3,2019Q3,LFI,CAYMAN ISLANDS,181.0
2019,3,2019Q3,LFI,PANAMA,312.0
2019,3,2019Q3,All Banks,ANGUILLA,73.0
2019,3,2019Q3,All Banks,ARGENTINA,344.0
2019,3,2019Q3,All Banks,BRAZIL,7142.0
2019,3,2019Q3,All Banks,CHILE,3295.0
2019,3,2019Q3,All Banks,COLOMBIA,777.0
2019,3,2019Q3,All Banks,COSTA RICA,187.0
2019,3,2019Q3,All Banks,DOMINICAN REPUBLIC,220.0
2019,3,2019Q3,All Banks,ECUADOR,156.0
2019,3,2019Q3,All Banks,EL SALVADOR,137.0
2019,3,2019Q3,All Banks,GUATEMALA,797.0
2019,3,2019Q3,All Banks,HONDURAS,152.0
2019,3,2019Q3,All Banks,MEXICO,1368.0
2019,3,2019Q3,All Banks,PERU,644.0
2019,3,2019Q3,All Banks,URUGUAY,22.0
2019,3,2019Q3,All Banks,VENEZUELA,46.0
2019,3,2019Q3,All Banks,BAHAMAS,42.0
2019,3,2019Q3,All Banks,CAYMAN ISLANDS,194.0
2019,3,2019Q3,All Banks,PANAMA,424.0
2019,4,2019Q4,All Others,ANGUILLA,72.0
2019,4,2019Q4,All Others,ARGENTINA,0.0
2019,4,2019Q4,All Others,BRAZIL,96.0
2019,4,2019Q4,All Others,CHILE,10.0
2019,4,2019Q4,All Others,COLOMBIA,0.0
2019,4,2019Q4,All Others,COSTA RICA,9.0
2019,4,2019Q4,All Others,DOMINICAN REPUBLIC,1.0
2019,4,2019Q4,All Others,ECUADOR,20.0
2019,4,2019Q4,All Others,EL SALVADOR,0.0
2019,4,2019Q4,All Others,GUATEMALA,38.0
2019,4,2019Q4,All Others,HONDURAS,2.0
2019,4,2019Q4,All Others,MEXICO,54.0
2019,4,2019Q4,All Others,PERU,0.0
2019,4,2019Q4,All Others,URUGUAY,0.0
2019,4,2019Q4,All Others,VENEZUELA,31.0
2019,4,2019Q4,All Others,BAHAMAS,0.0
2019,4,2019Q4,All Others,CAYMAN ISLANDS,22.0
2019,4,2019Q4,All Others,PANAMA,128.0
2019,4,2019Q4,LFI,ANGUILLA,0.0
2019,4,2019Q4,LFI,ARGENTINA,359.0
2019,4,2019Q4,LFI,BRAZIL,6909.0
2019,4,2019Q4,LFI,CHILE,3579.0
2019,4,2019Q4,LFI,COLOMBIA,755.0
2019,4,2019Q4,LFI,COSTA RICA,137.0
2019,4,2019Q4,LFI,DOMINICAN REPUBLIC,156.0
2019,4,2019Q4,LFI,ECUADOR,132.0
2019,4,2019Q4,LFI,EL SALVADOR,124.0
2019,4,2019Q4,LFI,GUATEMALA,649.0
2019,4,2019Q4,LFI,HONDURAS,160.0
2019,4,2019Q4,LFI,MEXICO,1295.0
2019,4,2019Q4,LFI,PERU,962.0
2019,4,2019Q4,LFI,URUGUAY,199.0
2019,4,2019Q4,LFI,VENEZUELA,0.0
2019,4,2019Q4,LFI,BAHAMAS,31.0
2019,4,2019Q4,LFI,CAYMAN ISLANDS,97.0
2019,4,2019Q4,LFI,PANAMA,374.0
2019,4,2019Q4,All Banks,ANGUILLA,72.0
2019,4,2019Q4,All Banks,ARGENTINA,359.0
2019,4,2019Q4,All Banks,BRAZIL,7005.0
2019,4,2019Q4,All Banks,CHILE,3589.0
2019,4,2019Q4,All Banks,COLOMBIA,755.0
2019,4,2019Q4,All Banks,COSTA RICA,146.0
2019,4,2019Q4,All Banks,DOMINICAN REPUBLIC,157.0
2019,4,2019Q4,All Banks,ECUADOR,152.0
2019,4,2019Q4,All Banks,EL SALVADOR,124.0
2019,4,2019Q4,All Banks,GUATEMALA,687.0
