year,quarter,period,bank_group,country_region,Trade_Finance
2019,4,2019Q4,All Banks,HONDURAS,162.0
2019,4,2019Q4,All Banks,MEXICO,1349.0
2019,4,2019Q4,All Banks,PERU,962.0
2019,4,2019Q4,All Banks,URUGUAY,199.0
2019,4,2019Q4,All Banks,VENEZUELA,31.0
2019,4,2019Q4,All Banks,BAHAMAS,31.0
2019,4,2019Q4,All Banks,CAYMAN ISLANDS,119.0
2019,4,2019Q4,All Banks,PANAMA,502.0
2020,1,2020Q1,All Others,ANGUILLA,66.0
2020,1,2020Q1,All Others,ARGENTINA,1.0
2020,1,2020Q1,All Others,BRAZIL,128.0
2020,1,2020Q1,All Others,CHILE,20.0
2020,1,2020Q1,All Others,COLOMBIA,15.0
2020,1,2020Q1,All Others,COSTA RICA,13.0
2020,1,2020Q1,All Others,DOMINICAN REPUBLIC,0.0
2020,1,2020Q1,All Others,ECUADOR,29.0
2020,1,2020Q1,All Others,EL SALVADOR,2.0
2020,1,2020Q1,All Others,GUATEMALA,41.0
2020,1,2020Q1,All Others,HONDURAS,2.0
2020,1,2020Q1,All Others,MEXICO,81.0
2020,1,2020Q1,All Others,PERU,0.0
2020,1,2020Q1,All Others,URUGUAY,5.0
2020,1,2020Q1,All Others,VENEZUELA,31.0
2020,1,2020Q1,All Others,BAHAMAS,0.0
2020,1,2020Q1,All Others,CAYMAN ISLANDS,12.0
2020,1,2020Q1,All Others,PANAMA,132.0
2020,1,2020Q1,LFI,ANGUILLA,0.0
2020,1,2020Q1,LFI,ARGENTINA,269.0
2020,1,2020Q1,LFI,BRAZIL,6885.0
2020,1,2020Q1,LFI,CHILE,3364.0
2020,1,2020Q1,LFI,COLOMBIA,782.0
2020,1,2020Q1,LFI,COSTA RICA,112.0
2020,1,2020Q1,LFI,DOMINICAN REPUBLIC,237.0
2020,1,2020Q1,LFI,ECUADOR,98.0
2020,1,2020Q1,LFI,EL SALVADOR,147.0
2020,1,2020Q1,LFI,GUATEMALA,717.0
2020,1,2020Q1,LFI,HONDURAS,172.0
2020,1,2020Q1,LFI,MEXICO,900.0
2020,1,2020Q1,LFI,PERU,1040.0
2020,1,2020Q1,LFI,URUGUAY,74.0
2020,1,2020Q1,LFI,VENEZUELA,1.0
2020,1,2020Q1,LFI,BAHAMAS,30.0
2020,1,2020Q1,LFI,CAYMAN ISLANDS,52.0
2020,1,2020Q1,LFI,PANAMA,353.0
2020,1,2020Q1,All Banks,ANGUILLA,66.0
2020,1,2020Q1,All Banks,ARGENTINA,270.0
2020,1,2020Q1,All Banks,BRAZIL,7013.0
2020,1,2020Q1,All Banks,CHILE,3384.0
2020,1,2020Q1,All Banks,COLOMBIA,797.0
2020,1,2020Q1,All Banks,COSTA RICA,125.0
2020,1,2020Q1,All Banks,DOMINICAN REPUBLIC,237.0
2020,1,2020Q1,All Banks,ECUADOR,127.0
2020,1,2020Q1,All Banks,EL SALVADOR,149.0
2020,1,2020Q1,All Banks,GUATEMALA,758.0
2020,1,2020Q1,All Banks,HONDURAS,174.0
2020,1,2020Q1,All Banks,MEXICO,981.0
2020,1,2020Q1,All Banks,PERU,1040.0
2020,1,2020Q1,All Banks,URUGUAY,79.0
2020,1,2020Q1,All Banks,VENEZUELA,32.0
2020,1,2020Q1,All Banks,BAHAMAS,30.0
2020,1,2020Q1,All Banks,CAYMAN ISLANDS,64.0
2020,1,2020Q1,All Banks,PANAMA,485.0
2020,2,2020Q2,All Others,ANGUILLA,58.0
2020,2,2020Q2,All Others,ARGENTINA,1.0
2020,2,2020Q2,All Others,BRAZIL,1489.0
2020,2,2020Q2,All Others,CHILE,548.0
2020,2,2020Q2,All Others,COLOMBIA,70.0
2020,2,2020Q2,All Others,COSTA RICA,10.0
2020,2,2020Q2,All Others,DOMINICAN REPUBLIC,20.0
2020,2,2020Q2,All Others,ECUADOR,30.0
2020,2,2020Q2,All Others,EL SALVADOR,5.0
2020,2,2020Q2,All Others,GUATEMALA,92.0
2020,2,2020Q2,All Others,HONDURAS,2.0
2020,2,2020Q2,All Others,MEXICO,95.0
2020,2,2020Q2,All Others,PERU,157.0
2020,2,2020Q2,All Others,URUGUAY,0.0
2020,2,2020Q2,All Others,VENEZUELA,16.0
2020,2,2020Q2,All Others,BAHAMAS,0.0
2020,2,2020Q2,All Others,CAYMAN ISLANDS,2.0
2020,2,2020Q2,All Others,PANAMA,115.0
2020,2,2020Q2,LFI,ANGUILLA,0.0
2020,2,2020Q2,LFI,ARGENTINA,223.0
2020,2,2020Q2,LFI,BRAZIL,3759.0
2020,2,2020Q2,LFI,CHILE,1829.0
2020,2,2020Q2,LFI,COLOMBIA,474.0
2020,2,2020Q2,LFI,COSTA RICA,125.0
2020,2,2020Q2,LFI,DOMINICAN REPUBLIC,167.0
2020,2,2020Q2,LFI,ECUADOR,108.0
2020,2,2020Q2,LFI,EL SALVADOR,157.0
2020,2,2020Q2,LFI,GUATEMALA,595.0
2020,2,2020Q2,LFI,HONDURAS,171.0
2020,2,2020Q2,LFI,MEXICO,624.0
2020,2,2020Q2,LFI,PERU,515.0
2020,2,2020Q2,LFI,URUGUAY,166.0
2020,2,2020Q2,LFI,VENEZUELA,1.0
2020,2,2020Q2,LFI,BAHAMAS,23.0
2020,2,2020Q2,LFI,CAYMAN ISLANDS,166.0
2020,2,2020Q2,LFI,PANAMA,402.0
2020,2,2020Q2,All Banks,ANGUILLA,58.0
2020,2,2020Q2,All Banks,ARGENTINA,224.0
2020,2,2020Q2,All Banks,BRAZIL,5248.0
2020,2,2020Q2,All Banks,CHILE,2377.0
2020,2,2020Q2,All Banks,COLOMBIA,544.0
2020,2,2020Q2,All Banks,COSTA RICA,135.0
2020,2,2020Q2,All Banks,DOMINICAN REPUBLIC,187.0
2020,2,2020Q2,All Banks,ECUADOR,138.0
2020,2,2020Q2,All Banks,EL SALVADOR,162.0
2020,2,2020Q2,All Banks,GUATEMALA,687.0
2020,2,2020Q2,All Banks,HONDURAS,173.0
2020,2,2020Q2,All Banks,MEXICO,719.0
2020,2,2020Q2,All Banks,PERU,672.0
2020,2,2020Q2,All Banks,URUGUAY,166.0
2020,2,2020Q2,All Banks,VENEZUELA,17.0
2020,2,2020Q2,All Banks,BAHAMAS,23.0
2020,2,2020Q2,All Banks,CAYMAN ISLANDS,168.0
2020,2,2020Q2,All Banks,PANAMA,517.0
2020,3,2020Q3,All Others,ANGUILLA,33.0
2020,3,2020Q3,All Others,ARGENTINA,1.0
2020,3,2020Q3,All Others,BRAZIL,1308.0
2020,3,2020Q3,All Others,CHILE,406.0
2020,3,2020Q3,All Others,COLOMBIA,83.0
2020,3,2020Q3,All Others,COSTA RICA,10.0
2020,3,2020Q3,All Others,DOMINICAN REPUBLIC,5.0
2020,3,2020Q3,All Others,ECUADOR,34.0
2020,3,2020Q3,All Others,EL SALVADOR,12.0
2020,3,2020Q3,All Others,GUATEMALA,65.0
2020,3,2020Q3,All Others,HONDURAS,5.0
2020,3,2020Q3,All Others,MEXICO,51.0
2020,3,2020Q3,All Others,PERU,202.0
2020,3,2020Q3,All Others,URUGUAY,0.0
2020,3,2020Q3,All Others,VENEZUELA,12.0
2020,3,2020Q3,All Others,BAHAMAS,0.0
2020,3,2020Q3,All Others,CAYMAN ISLANDS,22.0
2020,3,2020Q3,All Others,PANAMA,116.0
2020,3,2020Q3,LFI,ANGUILLA,0.0
2020,3,2020Q3,LFI,ARGENTINA,126.0
2020,3,2020Q3,LFI,BRAZIL,3519.0
2020,3,2020Q3,LFI,CHILE,1217.0
2020,3,2020Q3,LFI,COLOMBIA,477.0
2020,3,2020Q3,LFI,COSTA RICA,91.0
2020,3,2020Q3,LFI,DOMINICAN REPUBLIC,92.0
2020,3,2020Q3,LFI,ECUADOR,73.0
2020,3,2020Q3,LFI,EL SALVADOR,142.0
2020,3,2020Q3,LFI,GUATEMALA,486.0
2020,3,2020Q3,LFI,HONDURAS,130.0
2020,3,2020Q3,LFI,MEXICO,477.0
2020,3,2020Q3,LFI,PERU,355.0
2020,3,2020Q3,LFI,URUGUAY,82.0
2020,3,2020Q3,LFI,VENEZUELA,0.0
2020,3,2020Q3,LFI,BAHAMAS,51.0
2020,3,2020Q3,LFI,CAYMAN ISLANDS,102.0
2020,3,2020Q3,LFI,PANAMA,462.0
2020,3,2020Q3,All Banks,ANGUILLA,33.0
2020,3,2020Q3,All Banks,ARGENTINA,127.0
2020,3,2020Q3,All Banks,BRAZIL,4827.0
2020,3,2020Q3,All Banks,CHILE,1623.0
2020,3,2020Q3,All Banks,COLOMBIA,560.0
2020,3,2020Q3,All Banks,COSTA RICA,101.0
2020,3,2020Q3,All Banks,DOMINICAN REPUBLIC,97.0
2020,3,2020Q3,All Banks,ECUADOR,107.0
2020,3,2020Q3,All Banks,EL SALVADOR,154.0
2020,3,2020Q3,All Banks,GUATEMALA,551.0
2020,3,2020Q3,All Banks,HONDURAS,135.0
2020,3,2020Q3,All Banks,MEXICO,528.0
2020,3,2020Q3,All Banks,PERU,557.0
2020,3,2020Q3,All Banks,URUGUAY,82.0
2020,3,2020Q3,All Banks,VENEZUELA,12.0
2020,3,2020Q3,All Banks,BAHAMAS,51.0
2020,3,2020Q3,All Banks,CAYMAN ISLANDS,124.0
2020,3,2020Q3,All Banks,PANAMA,578.0
2020,4,2020Q4,All Others,ANGUILLA,31.0
2020,4,2020Q4,All Others,ARGENTINA,1.0
2020,4,2020Q4,All Others,BRAZIL,1113.0
2020,4,2020Q4,All Others,CHILE,285.0
2020,4,2020Q4,All Others,COLOMBIA,53.0
2020,4,2020Q4,All Others,COSTA RICA,10.0
2020,4,2020Q4,All Others,DOMINICAN REPUBLIC,5.0
2020,4,2020Q4,All Others,ECUADOR,48.0
2020,4,2020Q4,All Others,EL SALVADOR,10.0
2020,4,2020Q4,All Others,GUATEMALA,35.0
2020,4,2020Q4,All Others,HONDURAS,5.0
2020,4,2020Q4,All Others,MEXICO,20.0
2020,4,2020Q4,All Others,PERU,57.0
2020,4,2020Q4,All Others,URUGUAY,0.0
2020,4,2020Q4,All Others,VENEZUELA,10.0
2020,4,2020Q4,All Others,BAHAMAS,0.0
2020,4,2020Q4,All Others,CAYMAN ISLANDS,22.0
2020,4,2020Q4,All Others,PANAMA,45.0
2020,4,2020Q4,LFI,ANGUILLA,0.0
2020,4,2020Q4,LFI,ARGENTINA,25.0
2020,4,2020Q4,LFI,BRAZIL,2887.0
2020,4,2020Q4,LFI,CHILE,678.0
2020,4,2020Q4,LFI,COLOMBIA,252.0
2020,4,2020Q4,LFI,COSTA RICA,86.0
2020,4,2020Q4,LFI,DOMINICAN REPUBLIC,109.0
2020,4,2020Q4,LFI,ECUADOR,61.0
2020,4,2020Q4,LFI,EL SALVADOR,137.0
2020,4,2020Q4,LFI,GUATEMALA,417.0
2020,4,2020Q4,LFI,HONDURAS,84.0
2020,4,2020Q4,LFI,MEXICO,423.0
2020,4,2020Q4,LFI,PERU,248.0
2020,4,2020Q4,LFI,URUGUAY,69.0
2020,4,2020Q4,LFI,VENEZUELA,13.0
2020,4,2020Q4,LFI,BAHAMAS,31.0
2020,4,2020Q4,LFI,CAYMAN ISLANDS,248.0
2020,4,2020Q4,LFI,PANAMA,270.0
2020,4,2020Q4,All Banks,ANGUILLA,31.0
2020,4,2020Q4,All Banks,ARGENTINA,26.0
2020,4,2020Q4,All Banks,BRAZIL,4000.0
2020,4,2020Q4,All Banks,CHILE,963.0
2020,4,2020Q4,All Banks,COLOMBIA,305.0
2020,4,2020Q4,All Banks,COSTA RICA,96.0
2020,4,2020Q4,All Banks,DOMINICAN REPUBLIC,114.0
2020,4,2020Q4,All Banks,ECUADOR,109.0
2020,4,2020Q4,All Banks,EL SALVADOR,147.0
2020,4,2020Q4,All Banks,GUATEMALA,452.0
2020,4,2020Q4,All Banks,HONDURAS,89.0
2020,4,2020Q4,All Banks,MEXICO,443.0
2020,4,2020Q4,All Banks,PERU,305.0
2020,4,2020Q4,All Banks,URUGUAY,69.0
2020,4,2020Q4,All Banks,VENEZUELA,23.0
2020,4,2020Q4,All Banks,BAHAMAS,31.0
2020,4,2020Q4,All Banks,CAYMAN ISLANDS,270.0
2020,4,2020Q4,All Banks,PANAMA,315.0
2021,1,2021Q1,All Others,ANGUILLA,36.0
2021,1,2021Q1,All Others,ARGENTINA,0.0
2021,1,2021Q1,All Others,BRAZIL,1096.0
2021,1,2021Q1,All Others,CHILE,463.0
2021,1,2021Q1,All Others,COLOMBIA,0.0
2021,1,2021Q1,All Others,COSTA RICA,21.0
2021,1,2021Q1,All Others,DOMINICAN REPUBLIC,0.0
2021,1,2021Q1,All Others,ECUADOR,61.0
2021,1,2021Q1,All Others,EL SALVADOR,1.0
2021,1,2021Q1,All Others,GUATEMALA,72.0
2021,1,2021Q1,All Others,HONDURAS,4.0
2021,1,2021Q1,All Others,MEXICO,35.0
2021,1,2021Q1,All Others,PERU,73.0
2021,1,2021Q1,All Others,URUGUAY,0.0
2021,1,2021Q1,All Others,VENEZUELA,7.0
2021,1,2021Q1,All Others,BAHAMAS,0.0
2021,1,2021Q1,All Others,CAYMAN ISLANDS,1163.0
2021,1,2021Q1,All Others,PANAMA,22.0
2021,1,2021Q1,LFI,ANGUILLA,0.0
2021,1,2021Q1,LFI,ARGENTINA,32.0
2021,1,2021Q1,LFI,BRAZIL,2890.0
2021,1,2021Q1,LFI,CHILE,521.0
2021,1,2021Q1,LFI,COLOMBIA,260.0
2021,1,2021Q1,LFI,COSTA RICA,71.0
2021,1,2021Q1,LFI,DOMINICAN REPUBLIC,113.0
2021,1,2021Q1,LFI,ECUADOR,19.0
2021,1,2021Q1,LFI,EL SALVADOR,111.0
2021,1,2021Q1,LFI,GUATEMALA,355.0
2021,1,2021Q1,LFI,HONDURAS,112.0
2021,1,2021Q1,LFI,MEXICO,434.0
2021,1,2021Q1,LFI,PERU,246.0
2021,1,2021Q1,LFI,URUGUAY,96.0
2021,1,2021Q1,LFI,VENEZUELA,0.0
2021,1,2021Q1,LFI,BAHAMAS,40.0
2021,1,2021Q1,LFI,CAYMAN ISLANDS,141.0
2021,1,2021Q1,LFI,PANAMA,220.0
2021,1,2021Q1,All Banks,ANGUILLA,36.0
2021,1,2021Q1,All Banks,ARGENTINA,32.0
2021,1,2021Q1,All Banks,BRAZIL,3986.0
2021,1,2021Q1,All Banks,CHILE,984.0
2021,1,2021Q1,All Banks,COLOMBIA,260.0
2021,1,2021Q1,All Banks,COSTA RICA,92.0
2021,1,2021Q1,All Banks,DOMINICAN REPUBLIC,113.0
2021,1,2021Q1,All Banks,ECUADOR,80.0
2021,1,2021Q1,All Banks,EL SALVADOR,112.0
2021,1,2021Q1,All Banks,GUATEMALA,427.0
2021,1,2021Q1,All Banks,HONDURAS,116.0
2021,1,2021Q1,All Banks,MEXICO,469.0
2021,1,2021Q1,All Banks,PERU,319.0
2021,1,2021Q1,All Banks,URUGUAY,96.0
2021,1,2021Q1,All Banks,VENEZUELA,7.0
2021,1,2021Q1,All Banks,BAHAMAS,40.0
2021,1,2021Q1,All Banks,CAYMAN ISLANDS,1304.0
2021,1,2021Q1,All Banks,PANAMA,242.0
2021,2,2021Q2,All Others,ANGUILLA,23.0
2021,2,2021Q2,All Others,ARGENTINA,0.0
2021,2,2021Q2,All Others,BRAZIL,1141.0
2021,2,2021Q2,All Others,CHILE,478.0
2021,2,2021Q2,All Others,COLOMBIA,1.0
2021,2,2021Q2,All Others,COSTA RICA,10.0
2021,2,2021Q2,All Others,DOMINICAN REPUBLIC,10.0
2021,2,2021Q2,All Others,ECUADOR,68.0
2021,2,2021Q2,All Others,EL SALVADOR,0.0
2021,2,2021Q2,All Others,GUATEMALA,77.0
2021,2,2021Q2,All Others,HONDURAS,13.0
2021,2,2021Q2,All Others,MEXICO,28.0
2021,2,2021Q2,All Others,PERU,23.0
2021,2,2021Q2,All Others,URUGUAY,0.0
2021,2,2021Q2,All Others,VENEZUELA,7.0
2021,2,2021Q2,All Others,BAHAMAS,0.0
2021,2,2021Q2,All Others,CAYMAN ISLANDS,65.0
2021,2,2021Q2,All Others,PANAMA,20.0
2021,2,2021Q2,LFI,ANGUILLA,0.0
2021,2,2021Q2,LFI,ARGENTINA,32.0
2021,2,2021Q2,LFI,BRAZIL,2776.0
2021,2,2021Q2,LFI,CHILE,734.0
2021,2,2021Q2,LFI,COLOMBIA,271.0
2021,2,2021Q2,LFI,COSTA RICA,60.0
2021,2,2021Q2,LFI,DOMINICAN REPUBLIC,111.0
2021,2,2021Q2,LFI,ECUADOR,15.0
2021,2,2021Q2,LFI,EL SALVADOR,101.0
2021,2,2021Q2,LFI,GUATEMALA,257.0
2021,2,2021Q2,LFI,HONDURAS,128.0
2021,2,2021Q2,LFI,MEXICO,518.0
2021,2,2021Q2,LFI,PERU,335.0
2021,2,2021Q2,LFI,URUGUAY,205.0
2021,2,2021Q2,LFI,VENEZUELA,0.0
2021,2,2021Q2,LFI,BAHAMAS,72.0
2021,2,2021Q2,LFI,CAYMAN ISLANDS,286.0
2021,2,2021Q2,LFI,PANAMA,248.0
2021,2,2021Q2,All Banks,ANGUILLA,23.0
2021,2,2021Q2,All Banks,ARGENTINA,32.0
2021,2,2021Q2,All Banks,BRAZIL,3917.0
2021,2,2021Q2,All Banks,CHILE,1212.0
2021,2,2021Q2,All Banks,COLOMBIA,272.0
2021,2,2021Q2,All Banks,COSTA RICA,70.0
2021,2,2021Q2,All Banks,DOMINICAN REPUBLIC,121.0
2021,2,2021Q2,All Banks,ECUADOR,83.0
2021,2,2021Q2,All Banks,EL SALVADOR,101.0
2021,2,2021Q2,All Banks,GUATEMALA,334.0
2021,2,2021Q2,All Banks,HONDURAS,141.0
2021,2,2021Q2,All Banks,MEXICO,546.0
2021,2,2021Q2,All Banks,PERU,358.0
2021,2,2021Q2,All Banks,URUGUAY,205.0
2021,2,2021Q2,All Banks,VENEZUELA,7.0
2021,2,2021Q2,All Banks,BAHAMAS,72.0
2021,2,2021Q2,All Banks,CAYMAN ISLANDS,351.0
2021,2,2021Q2,All Banks,PANAMA,268.0
2021,3,2021Q3,All Others,ANGUILLA,32.0
2021,3,2021Q3,All Others,ARGENTINA,0.0
2021,3,2021Q3,All Others,BRAZIL,1123.0
2021,3,2021Q3,All Others,CHILE,359.0
2021,3,2021Q3,All Others,COLOMBIA,5.0
2021,3,2021Q3,All Others,COSTA RICA,0.0
2021,3,2021Q3,All Others,DOMINICAN REPUBLIC,0.0
2021,3,2021Q3,All Others,ECUADOR,65.0
2021,3,2021Q3,All Others,EL SALVADOR,4.0
2021,3,2021Q3,All Others,GUATEMALA,35.0
2021,3,2021Q3,All Others,HONDURAS,10.0
2021,3,2021Q3,All Others,MEXICO,37.0
2021,3,2021Q3,All Others,PERU,23.0
2021,3,2021Q3,All Others,URUGUAY,0.0
2021,3,2021Q3,All Others,VENEZUELA,6.0
2021,3,2021Q3,All Others,BAHAMAS,0.0
2021,3,2021Q3,All Others,CAYMAN ISLANDS,35.0
2021,3,2021Q3,All Others,PANAMA,22.0
2021,3,2021Q3,LFI,ANGUILLA,0.0
2021,3,2021Q3,LFI,ARGENTINA,127.0
2021,3,2021Q3,LFI,BRAZIL,3142.0
2021,3,2021Q3,LFI,CHILE,787.0
2021,3,2021Q3,LFI,COLOMBIA,357.0
2021,3,2021Q3,LFI,COSTA RICA,61.0
2021,3,2021Q3,LFI,DOMINICAN REPUBLIC,76.0
2021,3,2021Q3,LFI,ECUADOR,61.0
2021,3,2021Q3,LFI,EL SALVADOR,124.0
2021,3,2021Q3,LFI,GUATEMALA,267.0
2021,3,2021Q3,LFI,HONDURAS,115.0
2021,3,2021Q3,LFI,MEXICO,549.0
2021,3,2021Q3,LFI,PERU,591.0
2021,3,2021Q3,LFI,URUGUAY,105.0
2021,3,2021Q3,LFI,VENEZUELA,0.0
2021,3,2021Q3,LFI,BAHAMAS,96.0
2021,3,2021Q3,LFI,CAYMAN ISLANDS,249.0
2021,3,2021Q3,LFI,PANAMA,208.0
2021,3,2021Q3,All Banks,ANGUILLA,32.0
2021,3,2021Q3,All Banks,ARGENTINA,127.0
2021,3,2021Q3,All Banks,BRAZIL,4265.0
2021,3,2021Q3,All Banks,CHILE,1146.0
2021,3,2021Q3,All Banks,COLOMBIA,362.0
2021,3,2021Q3,All Banks,COSTA RICA,61.0
2021,3,2021Q3,All Banks,DOMINICAN REPUBLIC,76.0
2021,3,2021Q3,All Banks,ECUADOR,126.0
2021,3,2021Q3,All Banks,EL SALVADOR,128.0
2021,3,2021Q3,All Banks,GUATEMALA,302.0
2021,3,2021Q3,All Banks,HONDURAS,125.0
2021,3,2021Q3,All Banks,MEXICO,586.0
2021,3,2021Q3,All Banks,PERU,614.0
2021,3,2021Q3,All Banks,URUGUAY,105.0
2021,3,2021Q3,All Banks,VENEZUELA,6.0
2021,3,2021Q3,All Banks,BAHAMAS,96.0
2021,3,2021Q3,All Banks,CAYMAN ISLANDS,284.0
2021,3,2021Q3,All Banks,PANAMA,230.0
2021,4,2021Q4,All Others,ANGUILLA,27.0
2021,4,2021Q4,All Others,ARGENTINA,0.0
2021,4,2021Q4,All Others,BRAZIL,1033.0
2021,4,2021Q4,All Others,CHILE,432.0
2021,4,2021Q4,All Others,COLOMBIA,14.0
2021,4,2021Q4,All Others,COSTA RICA,12.0
2021,4,2021Q4,All Others,DOMINICAN REPUBLIC,10.0
2021,4,2021Q4,All Others,ECUADOR,43.0
2021,4,2021Q4,All Others,EL SALVADOR,15.0
2021,4,2021Q4,All Others,GUATEMALA,96.0
2021,4,2021Q4,All Others,HONDURAS,0.0
2021,4,2021Q4,All Others,MEXICO,73.0
2021,4,2021Q4,All Others,PERU,32.0
2021,4,2021Q4,All Others,URUGUAY,0.0
2021,4,2021Q4,All Others,VENEZUELA,6.0
2021,4,2021Q4,All Others,BAHAMAS,0.0
2021,4,2021Q4,All Others,CAYMAN ISLANDS,5.0
2021,4,2021Q4,All Others,PANAMA,5.0
2021,4,2021Q4,LFI,ANGUILLA,0.0
2021,4,2021Q4,LFI,ARGENTINA,128.0
2021,4,2021Q4,LFI,BRAZIL,3284.0
2021,4,2021Q4,LFI,CHILE,949.0
2021,4,2021Q4,LFI,COLOMBIA,382.0
2021,4,2021Q4,LFI,COSTA RICA,67.0
2021,4,2021Q4,LFI,DOMINICAN REPUBLIC,96.0
2021,4,2021Q4,LFI,ECUADOR,92.0
2021,4,2021Q4,LFI,EL SALVADOR,154.0
2021,4,2021Q4,LFI,GUATEMALA,288.0
2021,4,2021Q4,LFI,HONDURAS,148.0
2021,4,2021Q4,LFI,MEXICO,945.0
2021,4,2021Q4,LFI,PERU,549.0
2021,4,2021Q4,LFI,URUGUAY,197.0
2021,4,2021Q4,LFI,VENEZUELA,0.0
2021,4,2021Q4,LFI,BAHAMAS,65.0
2021,4,2021Q4,LFI,CAYMAN ISLANDS,32.0
2021,4,2021Q4,LFI,PANAMA,182.0
2021,4,2021Q4,All Banks,ANGUILLA,27.0
2021,4,2021Q4,All Banks,ARGENTINA,128.0
2021,4,2021Q4,All Banks,BRAZIL,4317.0
2021,4,2021Q4,All Banks,CHILE,1381.0
2021,4,2021Q4,All Banks,COLOMBIA,396.0
2021,4,2021Q4,All Banks,COSTA RICA,79.0
2021,4,2021Q4,All Banks,DOMINICAN REPUBLIC,106.0
2021,4,2021Q4,All Banks,ECUADOR,135.0
2021,4,2021Q4,All Banks,EL SALVADOR,169.0
2021,4,2021Q4,All Banks,GUATEMALA,384.0
2021,4,2021Q4,All Banks,HONDURAS,148.0
2021,4,2021Q4,All Banks,MEXICO,1018.0
2021,4,2021Q4,All Banks,PERU,581.0
2021,4,2021Q4,All Banks,URUGUAY,197.0
2021,4,2021Q4,All Banks,VENEZUELA,6.0
2021,4,2021Q4,All Banks,BAHAMAS,65.0
2021,4,2021Q4,All Banks,CAYMAN ISLANDS,37.0
2021,4,2021Q4,All Banks,PANAMA,187.0
2022,1,2022Q1,All Others,ANGUILLA,40.0
2022,1,2022Q1,All Others,ARGENTINA,0.0
2022,1,2022Q1,All Others,BRAZIL,983.0
2022,1,2022Q1,All Others,CHILE,395.0
2022,1,2022Q1,All Others,COLOMBIA,32.0
2022,1,2022Q1,All Others,COSTA RICA,12.0
2022,1,2022Q1,All Others,DOMINICAN REPUBLIC,0.0
2022,1,2022Q1,All Others,ECUADOR,56.0
2022,1,2022Q1,All Others,EL SALVADOR,13.0
2022,1,2022Q1,All Others,GUATEMALA,67.0
2022,1,2022Q1,All Others,HONDURAS,0.0
2022,1,2022Q1,All Others,MEXICO,42.0
2022,1,2022Q1,All Others,PERU,17.0
2022,1,2022Q1,All Others,URUGUAY,0.0
2022,1,2022Q1,All Others,VENEZUELA,6.0
2022,1,2022Q1,All Others,BAHAMAS,0.0
2022,1,2022Q1,All Others,CAYMAN ISLANDS,90.0
2022,1,2022Q1,All Others,PANAMA,10.0
2022,1,2022Q1,LFI,ANGUILLA,0.0
2022,1,2022Q1,LFI,ARGENTINA,7.0
2022,1,2022Q1,LFI,BRAZIL,3245.0
2022,1,2022Q1,LFI,CHILE,894.0
2022,1,2022Q1,LFI,COLOMBIA,447.0
2022,1,2022Q1,LFI,COSTA RICA,71.0
2022,1,2022Q1,LFI,DOMINICAN REPUBLIC,166.0
2022,1,2022Q1,LFI,ECUADOR,138.0
2022,1,2022Q1,LFI,EL SALVADOR,139.0
2022,1,2022Q1,LFI,GUATEMALA,347.0
2022,1,2022Q1,LFI,HONDURAS,168.0
2022,1,2022Q1,LFI,MEXICO,1072.0
2022,1,2022Q1,LFI,PERU,572.0
2022,1,2022Q1,LFI,URUGUAY,119.0
2022,1,2022Q1,LFI,VENEZUELA,0.0
2022,1,2022Q1,LFI,BAHAMAS,28.0
2022,1,2022Q1,LFI,CAYMAN ISLANDS,124.0
2022,1,2022Q1,LFI,PANAMA,192.0
2022,1,2022Q1,All Banks,ANGUILLA,40.0
2022,1,2022Q1,All Banks,ARGENTINA,7.0
2022,1,2022Q1,All Banks,BRAZIL,4228.0
2022,1,2022Q1,All Banks,CHILE,1289.0
2022,1,2022Q1,All Banks,COLOMBIA,479.0
2022,1,2022Q1,All Banks,COSTA RICA,83.0
2022,1,2022Q1,All Banks,DOMINICAN REPUBLIC,166.0
2022,1,2022Q1,All Banks,ECUADOR,194.0
2022,1,2022Q1,All Banks,EL SALVADOR,152.0
2022,1,2022Q1,All Banks,GUATEMALA,414.0
2022,1,2022Q1,All Banks,HONDURAS,168.0
2022,1,2022Q1,All Banks,MEXICO,1114.0
2022,1,2022Q1,All Banks,PERU,589.0
2022,1,2022Q1,All Banks,URUGUAY,119.0
2022,1,2022Q1,All Banks,VENEZUELA,6.0
2022,1,2022Q1,All Banks,BAHAMAS,28.0
2022,1,2022Q1,All Banks,CAYMAN ISLANDS,214.0
2022,1,2022Q1,All Banks,PANAMA,202.0
2022,2,2022Q2,All Others,ANGUILLA,58.0
2022,2,2022Q2,All Others,ARGENTINA,0.0
2022,2,2022Q2,All Others,BRAZIL,1026.0
2022,2,2022Q2,All Others,CHILE,363.0
2022,2,2022Q2,All Others,COLOMBIA,31.0
2022,2,2022Q2,All Others,COSTA RICA,12.0
2022,2,2022Q2,All Others,DOMINICAN REPUBLIC,20.0
2022,2,2022Q2,All Others,ECUADOR,50.0
2022,2,2022Q2,All Others,EL SALVADOR,15.0
2022,2,2022Q2,All Others,GUATEMALA,39.0
2022,2,2022Q2,All Others,HONDURAS,0.0
2022,2,2022Q2,All Others,MEXICO,33.0
2022,2,2022Q2,All Others,PERU,12.0
2022,2,2022Q2,All Others,URUGUAY,0.0
2022,2,2022Q2,All Others,VENEZUELA,6.0
2022,2,2022Q2,All Others,BAHAMAS,0.0
2022,2,2022Q2,All Others,CAYMAN ISLANDS,150.0
