period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2021Q3,2021,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,,,,,,,
2021Q3,2021,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,1504.0,746.0,0.0,2250.0,1471.0,363.0,265.0,8410.0,15.0,8690.0,73.0,0.0,197.0,3.0,0.0,200.0,267.0,0.0
2021Q3,2021,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,9,CANADA,16071.0,6963.0,461.0,23495.0,14064.0,1026.0,9477.0,1483.0,71.0,11031.0,9476.0,710.0,16124.0,1435.0,176.0,17735.0,16508.0,69.0
2021Q3,2021,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,10,FRANCE,14001.0,12.0,715.0,14728.0,9338.0,0.0,2761.0,613.0,0.0,3374.0,1906.0,0.0,2225.0,494.0,265.0,2984.0,2127.0,0.0
2021Q3,2021,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,11,GERMANY,28377.0,81.0,330.0,28788.0,5625.0,12.0,8955.0,22556.0,0.0,31511.0,7514.0,0.0,1345.0,116.0,14.0,1475.0,821.0,1.0
2021Q3,2021,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,12,ITALY,273.0,85.0,0.0,358.0,271.0,1.0,1748.0,254.0,16.0,2018.0,1748.0,0.0,11.0,1.0,1.0,13.0,11.0,0.0
2021Q3,2021,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,13,JAPAN,16034.0,7479.0,58.0,23571.0,7434.0,6305.0,7436.0,18610.0,11.0,26057.0,7436.0,0.0,4914.0,484.0,47.0,5445.0,4860.0,0.0
2021Q3,2021,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,409.0,167.0,4.0,580.0,427.0,118.0,93.0,6126.0,0.0,6219.0,85.0,0.0,10683.0,249.0,441.0,11373.0,9406.0,171.0
2021Q3,2021,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,2005.0,22.0,6.0,2033.0,1804.0,4.0,1420.0,4346.0,6.0,5772.0,1101.0,17.0,1022.0,345.0,6.0,1373.0,826.0,6.0
2021Q3,2021,Q3,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,2189.0,0.0,0.0,2189.0,1359.0,0.0,2020.0,11.0,0.0,2031.0,2138.0,0.0,625.0,21.0,0.0,646.0,629.0,21.0
