period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,region_header,6,G-10 and Luxembourg,,,,,,,,
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,7,BELGIUM,25159.0,736.0,21492.0,9326.0,35221.0,1184.0,3779.0,37814.0
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,8,CANADA,86212.0,11608.0,63521.0,55464.0,153284.0,10388.0,12775.0,155608.0
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,9,FRANCE,138534.0,377.0,105131.0,24749.0,163660.0,3068.0,11783.0,172370.0
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,10,GERMANY,113322.0,1691.0,79419.0,122797.0,237810.0,12191.0,57618.0,283159.0
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,11,ITALY,53824.0,1117.0,45167.0,5816.0,60757.0,498.0,2153.0,62412.0
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,12,JAPAN,121471.0,50594.0,137071.0,284246.0,456311.0,5819.0,27686.0,477738.0
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,13,LUXEMBOURG,83190.0,3435.0,61907.0,13352.0,99977.0,27191.0,4418.0,77199.0
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,14,NETHERLANDS,58841.0,936.0,35005.0,12370.0,72147.0,12996.0,9522.0,68673.0
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,15,SWEDEN,22870.0,11.0,17886.0,262.0,23143.0,3038.0,2428.0,22531.0
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,16,SWITZERLAND,28522.0,5361.0,27401.0,24805.0,58688.0,3627.0,44448.0,99507.0
2019Q4,2019,Q4,Table 2,2,All Banks,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,175079.0,97250.0,215515.0,262257.0,534586.0,62378.0,27457.0,499609.0
