period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2017Q3,2017,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,,,,,,,
2017Q3,2017,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,8,BELGIUM,3418.0,753.0,1271.0,5442.0,4571.0,679.0,7388.0,3887.0,713.0,11988.0,7270.0,46.0,2625.0,172.0,30.0,2827.0,2345.0,52.0
2017Q3,2017,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,9,CANADA,13424.0,5241.0,6452.0,25117.0,12115.0,314.0,4296.0,11449.0,2061.0,17806.0,4214.0,203.0,26029.0,5485.0,5565.0,37079.0,25927.0,900.0
2017Q3,2017,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,10,FRANCE,26777.0,891.0,8649.0,36317.0,20688.0,1.0,30562.0,3570.0,2932.0,37064.0,29478.0,0.0,78939.0,642.0,2063.0,81644.0,79082.0,9.0
2017Q3,2017,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,11,GERMANY,21015.0,405.0,6498.0,27918.0,18661.0,31.0,66628.0,94923.0,9219.0,170770.0,62721.0,17.0,29578.0,1405.0,4973.0,35956.0,28698.0,57.0
2017Q3,2017,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,12,ITALY,8735.0,91.0,1530.0,10356.0,8680.0,23.0,15575.0,218.0,15550.0,31343.0,15424.0,0.0,6503.0,234.0,833.0,7570.0,6387.0,3.0
2017Q3,2017,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,13,JAPAN,58902.0,56204.0,5435.0,120541.0,40825.0,45555.0,9498.0,109935.0,2364.0,121797.0,9473.0,4106.0,8618.0,73211.0,5654.0,87483.0,6468.0,2107.0
2017Q3,2017,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,14,LUXEMBOURG,1632.0,111.0,197.0,1940.0,3850.0,89.0,4668.0,3838.0,67.0,8573.0,4602.0,44.0,29359.0,2793.0,3643.0,35795.0,31673.0,2114.0
2017Q3,2017,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,15,NETHERLANDS,6302.0,46.0,6950.0,13298.0,5163.0,0.0,7634.0,8376.0,534.0,16544.0,7330.0,0.0,18127.0,589.0,3531.0,22247.0,18146.0,15.0
2017Q3,2017,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,16,SWEDEN,8976.0,28.0,789.0,9793.0,8383.0,0.0,2417.0,837.0,70.0,3324.0,2226.0,0.0,5009.0,6.0,205.0,5220.0,5028.0,5.0
