period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,region_header,8,G-10 and Luxembourg,,,,,,,,,,,,,,
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,9,BELGIUM,407.0,13.0,420.0,12.0,0.0,12.0,0.0,432.0,254.0,6.0,260.0,0.0,0.0,0.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,10,CANADA,7433.0,1689.0,9122.0,6150.0,7414.0,13564.0,425.0,23111.0,6410.0,1633.0,8043.0,1343.0,20.0,1363.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,11,FRANCE,1403.0,67.0,1470.0,679.0,460.0,1139.0,5.0,2614.0,1417.0,66.0,1483.0,0.0,0.0,0.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,12,GERMANY,2122.0,412.0,2534.0,496.0,305.0,801.0,3.0,3338.0,2042.0,410.0,2452.0,0.0,0.0,0.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,13,ITALY,181.0,30.0,211.0,678.0,538.0,1216.0,0.0,1427.0,65.0,22.0,87.0,12.0,0.0,12.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,14,JAPAN,870.0,153.0,1023.0,1070.0,1560.0,2630.0,5.0,3658.0,251.0,154.0,405.0,0.0,0.0,0.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,15,LUXEMBOURG,2822.0,54.0,2876.0,30.0,0.0,30.0,9.0,2915.0,3032.0,40.0,3072.0,1.0,0.0,1.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,16,NETHERLANDS,4598.0,42.0,4640.0,1015.0,99.0,1114.0,88.0,5842.0,5684.0,37.0,5721.0,843.0,0.0,843.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,17,SWEDEN,435.0,17.0,452.0,71.0,194.0,265.0,19.0,736.0,384.0,17.0,401.0,1.0,0.0,1.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,18,SWITZERLAND,729.0,104.0,833.0,252.0,1.0,253.0,3.0,1089.0,855.0,122.0,977.0,0.0,0.0,0.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,6351.0,571.0,6922.0,3032.0,6011.0,9043.0,330.0,16295.0,5904.0,570.0,6474.0,521.0,51.0,572.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,subtotal,20,Total,27351.0,3152.0,30503.0,13485.0,16582.0,30067.0,887.0,61457.0,26298.0,3077.0,29375.0,2721.0,71.0,2792.0
2017Q3,2017,Q3,Table 4.2,4.2,All Others,G-10 and Luxembourg,empty,21,,,,,,,,,,,,,,,
2017Q3,2017,Q3,Table 4.2,4.2,All Others,Non G-10 Developed Countries,region_header,22,Non G-10 Developed Countries,,,,,,,,,,,,,,
2017Q3,2017,Q3,Table 4.2,4.2,All Others,Non G-10 Developed Countries,country_data,23,AUSTRALIA,1317.0,81.0,1398.0,2335.0,1768.0,4103.0,8.0,5509.0,1376.0,88.0,1464.0,0.0,0.0,0.0
