period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2018Q3,2018,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,,,,,,,
2018Q3,2018,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,8,BELGIUM,5231.0,521.0,779.0,6531.0,5408.0,461.0,7400.0,5161.0,890.0,13451.0,6664.0,46.0,3636.0,107.0,47.0,3790.0,3112.0,72.0
2018Q3,2018,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,9,CANADA,16799.0,5653.0,4193.0,26645.0,14322.0,352.0,5038.0,9149.0,2686.0,16873.0,4952.0,46.0,21349.0,5874.0,7333.0,34556.0,21497.0,617.0
2018Q3,2018,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,10,FRANCE,25088.0,107.0,6066.0,31261.0,20012.0,2.0,28200.0,4087.0,3514.0,35801.0,26444.0,0.0,82756.0,2621.0,2024.0,87401.0,82894.0,151.0
2018Q3,2018,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,11,GERMANY,21341.0,287.0,5455.0,27083.0,17833.0,6.0,72588.0,140400.0,8529.0,221517.0,65839.0,83.0,26727.0,1017.0,5079.0,32823.0,28536.0,68.0
2018Q3,2018,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,12,ITALY,13313.0,146.0,983.0,14442.0,13094.0,2.0,21449.0,234.0,14715.0,36398.0,21364.0,0.0,6036.0,1248.0,962.0,8246.0,5871.0,344.0
2018Q3,2018,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,13,JAPAN,54781.0,57757.0,3556.0,116094.0,38447.0,48913.0,17042.0,106417.0,1268.0,124727.0,16982.0,213.0,7266.0,101658.0,3032.0,111956.0,5625.0,2150.0
2018Q3,2018,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,14,LUXEMBOURG,1672.0,164.0,99.0,1935.0,2868.0,39.0,1099.0,4690.0,36.0,5825.0,1096.0,0.0,35431.0,2730.0,4401.0,42562.0,37731.0,1987.0
2018Q3,2018,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,15,NETHERLANDS,8341.0,310.0,4999.0,13650.0,6359.0,32.0,6633.0,8518.0,1414.0,16565.0,6275.0,0.0,17621.0,674.0,2634.0,20929.0,17867.0,31.0
2018Q3,2018,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,16,SWEDEN,8075.0,20.0,691.0,8786.0,9201.0,0.0,1722.0,64.0,102.0,1888.0,1559.0,0.0,4349.0,23.0,692.0,5064.0,4328.0,22.0
2018Q3,2018,Q3,Table 4.1,4.1,LFI,G-10 and Luxembourg,country_data,17,SWITZERLAND,7890.0,134.0,1057.0,9081.0,6448.0,72.0,3578.0,20706.0,59.0,24343.0,3363.0,0.0,4643.0,2918.0,3329.0,10890.0,4816.0,3465.0
