period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2022Q2,2022,Q2,Table 1,1,LFI,G-10 and Luxembourg,country_data,10,BELGIUM,22691.0,1033.0,20.0,1013.0,1030.0,24754.0,9560.0,341.0,17260.0,18696.0,5615.0,7051.0,112.0
2022Q2,2022,Q2,Table 1,1,LFI,G-10 and Luxembourg,country_data,11,CANADA,96625.0,62795.0,9662.0,53133.0,9759.0,169179.0,54305.0,11149.0,27742.0,29070.0,10707.0,12033.0,439.0
2022Q2,2022,Q2,Table 1,1,LFI,G-10 and Luxembourg,country_data,12,FRANCE,214088.0,77450.0,1597.0,75853.0,15015.0,306553.0,297181.0,4528.0,268633.0,278227.0,83391.0,92984.0,286.0
2022Q2,2022,Q2,Table 1,1,LFI,G-10 and Luxembourg,country_data,13,GERMANY,109051.0,232346.0,5924.0,226422.0,33348.0,374745.0,70762.0,4142.0,201456.0,208956.0,62771.0,70271.0,708.0
2022Q2,2022,Q2,Table 1,1,LFI,G-10 and Luxembourg,country_data,14,ITALY,43237.0,6712.0,440.0,6272.0,12079.0,62028.0,6893.0,734.0,166211.0,172678.0,39399.0,45867.0,301.0
2022Q2,2022,Q2,Table 1,1,LFI,G-10 and Luxembourg,country_data,15,JAPAN,119473.0,370522.0,31161.0,339361.0,20662.0,510657.0,69943.0,6030.0,74500.0,76958.0,31428.0,33886.0,183.0
2022Q2,2022,Q2,Table 1,1,LFI,G-10 and Luxembourg,country_data,16,LUXEMBOURG,79868.0,14052.0,2128.0,11924.0,8883.0,102803.0,31700.0,3551.0,29635.0,32806.0,11109.0,14282.0,1526.0
2022Q2,2022,Q2,Table 1,1,LFI,G-10 and Luxembourg,country_data,17,NETHERLANDS,52452.0,9402.0,207.0,9195.0,10040.0,71894.0,32450.0,3759.0,150290.0,156491.0,47795.0,53994.0,800.0
2022Q2,2022,Q2,Table 1,1,LFI,G-10 and Luxembourg,country_data,18,SWEDEN,24496.0,556.0,14.0,542.0,759.0,25811.0,8641.0,380.0,28228.0,29582.0,9838.0,11190.0,54.0
2022Q2,2022,Q2,Table 1,1,LFI,G-10 and Luxembourg,country_data,19,SWITZERLAND,33168.0,36234.0,6924.0,29310.0,4790.0,74192.0,19658.0,5188.0,72536.0,73383.0,23983.0,24833.0,1296.0
