period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,country_data,8,BELGIUM,288.0,1234.0,1522.0,20168.0,-1318.0,1561.0,9222.0,1424.0,3518.0,0.0,859.0,3518.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,country_data,9,CANADA,7368.0,30896.0,38264.0,45693.0,33559.0,8106.0,26416.0,6174.0,45399.0,0.0,15349.0,45399.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,country_data,10,FRANCE,5948.0,47703.0,53651.0,109337.0,17042.0,2432.0,45689.0,11557.0,126056.0,2.0,32305.0,126056.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,country_data,11,GERMANY,26683.0,170611.0,197294.0,126779.0,271267.0,8183.0,48238.0,13343.0,22347.0,0.0,8663.0,22347.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,country_data,12,ITALY,1237.0,12037.0,13274.0,68703.0,-6068.0,1555.0,44842.0,14788.0,12915.0,0.0,1966.0,12915.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,country_data,13,JAPAN,9615.0,97586.0,107201.0,148822.0,269421.0,9959.0,124239.0,29103.0,172926.0,0.0,88753.0,172926.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,country_data,14,LUXEMBOURG,74632.0,53712.0,128344.0,82858.0,-107725.0,3016.0,9801.0,454.0,10450.0,0.0,1008.0,10450.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,country_data,15,NETHERLANDS,23223.0,15535.0,38758.0,79356.0,-35658.0,1206.0,19963.0,3009.0,5465.0,0.0,624.0,5465.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,country_data,16,SWEDEN,31.0,662.0,693.0,16784.0,-496.0,188.0,5035.0,611.0,2641.0,0.0,319.0,2641.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,country_data,17,SWITZERLAND,7203.0,3388.0,10591.0,53032.0,21241.0,21.0,12780.0,643.0,7859.0,0.0,2687.0,7859.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,1155204.0,237779.0,1392983.0,311493.0,70361.0,21027.0,73688.0,20814.0,38219.0,4.0,15785.0,38219.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,subtotal,19,Total,1311432.0,671143.0,1982575.0,1063025.0,531626.0,57254.0,419913.0,101920.0,447795.0,6.0,168318.0,447795.0
2023Q4,2023,Q4,Table 3,3,LFI,G-10 and Luxembourg,empty,20,,,,,,,,,,,,,
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,region_header,21,Non G-10 Developed Countries,,,,,,,,,,,,
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,22,AUSTRALIA,3978.0,48203.0,52181.0,76910.0,28644.0,5601.0,18958.0,2067.0,16431.0,0.0,13368.0,16431.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,23,AUSTRIA,50.0,236.0,286.0,10873.0,-275.0,1298.0,5780.0,1576.0,2538.0,0.0,957.0,2538.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,5638.0,-2.0,0.0,354.0,40.0,0.0,0.0,0.0,0.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,25,DENMARK,10.0,556.0,566.0,13754.0,21.0,53.0,6165.0,269.0,1690.0,0.0,1274.0,1690.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,26,FINLAND,0.0,171.0,171.0,12862.0,-151.0,1012.0,5397.0,1020.0,4202.0,0.0,4.0,4202.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,27,GREECE,35.0,1396.0,1431.0,5739.0,-1135.0,0.0,3983.0,283.0,927.0,0.0,149.0,927.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,28,IRELAND,13894.0,46248.0,60142.0,106187.0,64907.0,13628.0,21670.0,2213.0,14010.0,0.0,519.0,14010.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,29,ISRAEL,1208.0,2703.0,3911.0,9670.0,31.0,683.0,5660.0,150.0,10637.0,0.0,7845.0,10637.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,80.0,1158.0,1238.0,2963.0,835.0,252.0,1307.0,129.0,494.0,0.0,341.0,494.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,31,NORWAY,0.0,236.0,236.0,7810.0,-175.0,116.0,2261.0,393.0,14927.0,0.0,392.0,14927.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,32,PORTUGAL,3.0,167.0,170.0,4202.0,-147.0,9.0,2787.0,616.0,2353.0,0.0,124.0,2353.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,33,SLOVAKIA,158.0,831.0,989.0,1139.0,-759.0,71.0,516.0,77.0,1285.0,0.0,0.0,1285.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,34,SPAIN,370.0,1774.0,2144.0,34210.0,-913.0,1270.0,20593.0,5951.0,6524.0,0.0,994.0,6524.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,country_data,35,OTHER NON G-10 DEV.,12.0,6.0,18.0,11070.0,16.0,0.0,412.0,9.0,6145.0,0.0,0.0,6145.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,subtotal,36,Total,19798.0,103685.0,123483.0,303027.0,90897.0,23993.0,95843.0,14793.0,82163.0,0.0,25967.0,82163.0
2023Q4,2023,Q4,Table 3,3,LFI,Non G-10 Developed Countries,empty,37,,,,,,,,,,,,,
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,region_header,38,Eastern Europe,,,,,,,,,,,,
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,country_data,39,BULGARIA,442.0,563.0,1005.0,1979.0,-656.0,20.0,25.0,6.0,0.0,0.0,0.0,0.0
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,country_data,40,CZECH REPUBLIC,1746.0,2008.0,3754.0,4617.0,230.0,702.0,1736.0,269.0,4979.0,0.0,3978.0,4979.0
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,country_data,41,HUNGARY,1024.0,1242.0,2266.0,4436.0,-246.0,625.0,1373.0,290.0,1240.0,0.0,139.0,1240.0
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,country_data,42,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,country_data,43,POLAND,4347.0,9169.0,13516.0,15773.0,2362.0,4916.0,2170.0,403.0,147.0,0.0,147.0,147.0
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,country_data,44,ROMANIA,1045.0,3020.0,4065.0,4449.0,-1314.0,1058.0,784.0,310.0,180.0,0.0,178.0,180.0
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,country_data,45,RUSSIA,467.0,4125.0,4592.0,6927.0,3453.0,383.0,163.0,2.0,1221.0,0.0,1221.0,1221.0
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,country_data,46,TURKEY,489.0,1317.0,1806.0,6720.0,606.0,131.0,5971.0,292.0,3301.0,0.0,2773.0,3301.0
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,country_data,47,OTHER E. EUROPE,370.0,1220.0,1590.0,5499.0,-80.0,204.0,1437.0,390.0,3153.0,0.0,10.0,3153.0
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,subtotal,48,Total,9930.0,22664.0,32594.0,50400.0,4355.0,8039.0,13659.0,1962.0,14221.0,0.0,8446.0,14221.0
2023Q4,2023,Q4,Table 3,3,LFI,Eastern Europe,empty,49,,,,,,,,,,,,,
2023Q4,2023,Q4,Table 3,3,LFI,Latin America and Caribbean,region_header,50,Latin America and Caribbean,,,,,,,,,,,,
2023Q4,2023,Q4,Table 3,3,LFI,Latin America and Caribbean,country_data,51,ANGUILLA,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2023Q4,2023,Q4,Table 3,3,LFI,Latin America and Caribbean,country_data,52,ARGENTINA,486.0,2257.0,2743.0,2641.0,2289.0,95.0,1106.0,26.0,1286.0,0.0,1286.0,1286.0
2023Q4,2023,Q4,Table 3,3,LFI,Latin America and Caribbean,country_data,53,BRAZIL,139.0,29706.0,29845.0,36562.0,25073.0,7651.0,46575.0,2083.0,12244.0,0.0,12243.0,12244.0
2023Q4,2023,Q4,Table 3,3,LFI,Latin America and Caribbean,country_data,54,CHILE,12.0,70.0,82.0,1235.0,3504.0,0.0,1529.0,271.0,320.0,0.0,315.0,320.0
2023Q4,2023,Q4,Table 3,3,LFI,Latin America and Caribbean,country_data,55,COLOMBIA,48.0,3927.0,3975.0,3837.0,428.0,661.0,1630.0,65.0,605.0,0.0,605.0,605.0
2023Q4,2023,Q4,Table 3,3,LFI,Latin America and Caribbean,country_data,56,COSTA RICA,283.0,617.0,900.0,953.0,534.0,243.0,57.0,7.0,0.0,0.0,0.0,0.0
2023Q4,2023,Q4,Table 3,3,LFI,Latin America and Caribbean,country_data,57,DOMINICAN REPUBLIC,90.0,321.0,411.0,471.0,32.0,209.0,341.0,35.0,199.0,0.0,199.0,199.0
