period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,region_header,8,G-10 and Luxembourg,,,,,,,,,,,,,,
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,9,BELGIUM,4890.0,484.0,5374.0,192.0,13.0,205.0,553.0,6132.0,5395.0,477.0,5872.0,50.0,1.0,51.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,10,CANADA,11283.0,507.0,11790.0,16620.0,2920.0,19540.0,2224.0,33554.0,12083.0,329.0,12412.0,7214.0,0.0,7214.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,11,FRANCE,19616.0,609.0,20225.0,2366.0,710.0,3076.0,1384.0,24685.0,20307.0,602.0,20909.0,204.0,5.0,209.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,12,GERMANY,22553.0,352.0,22905.0,640.0,101.0,741.0,2968.0,26614.0,20697.0,104.0,20801.0,194.0,7.0,201.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,13,ITALY,5708.0,125.0,5833.0,2000.0,506.0,2506.0,655.0,8994.0,5970.0,114.0,6084.0,259.0,18.0,277.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,14,JAPAN,16435.0,133.0,16568.0,17442.0,209.0,17651.0,1649.0,35868.0,15257.0,115.0,15372.0,1425.0,0.0,1425.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,15,LUXEMBOURG,10067.0,226.0,10293.0,820.0,0.0,820.0,330.0,11443.0,13409.0,3.0,13412.0,698.0,0.0,698.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,16,NETHERLANDS,16484.0,58.0,16542.0,74.0,221.0,295.0,2682.0,19519.0,26432.0,41.0,26473.0,2.0,0.0,2.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,17,SWEDEN,4140.0,62.0,4202.0,5.0,0.0,5.0,175.0,4382.0,4088.0,61.0,4149.0,4.0,0.0,4.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,18,SWITZERLAND,11820.0,499.0,12319.0,3267.0,3096.0,6363.0,1259.0,19941.0,10190.0,383.0,10573.0,3340.0,2751.0,6091.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,14183.0,2676.0,16859.0,39443.0,11731.0,51174.0,11933.0,79966.0,15316.0,2276.0,17592.0,8419.0,1127.0,9546.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,subtotal,20,Total,137179.0,5731.0,142910.0,82869.0,19507.0,102376.0,25812.0,271098.0,149144.0,4505.0,153649.0,21809.0,3909.0,25718.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,G-10 and Luxembourg,empty,21,,,,,,,,,,,,,,,
2017Q1,2017,Q1,Table 4.2,4.2,LFI,Non G-10 Developed Countries,region_header,22,Non G-10 Developed Countries,,,,,,,,,,,,,,
2017Q1,2017,Q1,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,23,AUSTRALIA,4938.0,199.0,5137.0,8378.0,9317.0,17695.0,751.0,23583.0,4675.0,200.0,4875.0,1620.0,0.0,1620.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,24,AUSTRIA,2924.0,7.0,2931.0,0.0,0.0,0.0,68.0,2999.0,4381.0,7.0,4388.0,0.0,0.0,0.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,25,CYPRUS,860.0,6.0,866.0,0.0,0.0,0.0,16.0,882.0,1385.0,6.0,1391.0,0.0,0.0,0.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,26,DENMARK,2313.0,7.0,2320.0,0.0,0.0,0.0,434.0,2754.0,2178.0,6.0,2184.0,0.0,0.0,0.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,27,FINLAND,1996.0,2.0,1998.0,3.0,0.0,3.0,86.0,2087.0,1863.0,1.0,1864.0,0.0,0.0,0.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,28,GREECE,195.0,48.0,243.0,9.0,0.0,9.0,1.0,253.0,393.0,46.0,439.0,0.0,0.0,0.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,29,IRELAND,10094.0,185.0,10279.0,2202.0,0.0,2202.0,333.0,12814.0,10404.0,61.0,10465.0,412.0,0.0,412.0
2017Q1,2017,Q1,Table 4.2,4.2,LFI,Non G-10 Developed Countries,country_data,30,ISRAEL,2909.0,290.0,3199.0,240.0,0.0,240.0,1414.0,4853.0,2180.0,204.0,2384.0,222.0,0.0,222.0
