fecha;Determinacion;Publicacion DOF;para solventar obligaciones
01/01/2015;N/E;N/E;14,7348
02/01/2015;14,8290;14,7414;14,7348
03/01/2015;N/E;N/E;14,7414
04/01/2015;N/E;N/E;14,7414
05/01/2015;14,9469;14,8290;14,7414
06/01/2015;14,8479;14,9469;14,8290
07/01/2015;14,7936;14,8479;14,9469
08/01/2015;14,6274;14,7936;14,8479
09/01/2015;14,5804;14,6274;14,7936
10/01/2015;N/E;N/E;14,6274
11/01/2015;N/E;N/E;14,6274
12/01/2015;14,6398;14,5804;14,6274
13/01/2015;14,5559;14,6398;14,5804
14/01/2015;14,5644;14,5559;14,6398
15/01/2015;14,5821;14,5644;14,5559
16/01/2015;14,6223;14,5821;14,5644
17/01/2015;N/E;N/E;14,5821
18/01/2015;N/E;N/E;14,5821
19/01/2015;14,6524;14,6223;14,5821
20/01/2015;14,6484;14,6524;14,6223
21/01/2015;14,6983;14,6484;14,6524
22/01/2015;14,6120;14,6983;14,6484
23/01/2015;14,6499;14,6120;14,6983
24/01/2015;N/E;N/E;14,6120
25/01/2015;N/E;N/E;14,6120
26/01/2015;14,5887;14,6499;14,6120
27/01/2015;14,5872;14,5887;14,6499
28/01/2015;14,6878;14,5872;14,5887
29/01/2015;14,8414;14,6878;14,5872
30/01/2015;14,9885;14,8414;14,6878
31/01/2015;N/E;N/E;14,8414
01/02/2015;N/E;N/E;14,8414
02/02/2015;N/E;N/E;14,8414
03/02/2015;14,7566;14,9885;14,8414
04/02/2015;14,8011;14,7566;14,9885
05/02/2015;14,7548;14,8011;14,7566
06/02/2015;14,9024;14,7548;14,8011
07/02/2015;N/E;N/E;14,7548
08/02/2015;N/E;N/E;14,7548
09/02/2015;14,8014;14,9024;14,7548
10/02/2015;14,9309;14,8014;14,9024
11/02/2015;15,1099;14,9309;14,8014
12/02/2015;14,9167;15,1099;14,9309
13/02/2015;14,8605;14,9167;15,1099
14/02/2015;N/E;N/E;14,9167
15/02/2015;N/E;N/E;14,9167
16/02/2015;14,8979;14,8605;14,9167
17/02/2015;14,8971;14,8979;14,8605
18/02/2015;14,9473;14,8971;14,8979
19/02/2015;14,9583;14,9473;14,8971
20/02/2015;15,0757;14,9583;14,9473
21/02/2015;N/E;N/E;14,9583
22/02/2015;N/E;N/E;14,9583
23/02/2015;15,0832;15,0757;14,9583
24/02/2015;14,9712;15,0832;15,0757
25/02/2015;14,9228;14,9712;15,0832
26/02/2015;14,9624;14,9228;14,9712
27/02/2015;14,9553;14,9624;14,9228
28/02/2015;N/E;N/E;14,9624
01/03/2015;N/E;N/E;14,9624
02/03/2015;14,9862;14,9553;14,9624
03/03/2015;14,9544;14,9862;14,9553
04/03/2015;15,0756;14,9544;14,9862
05/03/2015;15,1686;15,0756;14,9544
06/03/2015;15,4445;15,1686;15,0756
07/03/2015;N/E;N/E;15,1686
08/03/2015;N/E;N/E;15,1686
09/03/2015;15,4544;15,4445;15,1686
10/03/2015;15,5837;15,4544;15,4445
11/03/2015;15,4455;15,5837;15,4544
12/03/2015;15,4003;15,4455;15,5837
13/03/2015;15,4892;15,4003;15,4455
14/03/2015;N/E;N/E;15,4003
15/03/2015;N/E;N/E;15,4003
16/03/2015;N/E;N/E;15,4003
17/03/2015;15,4271;15,4892;15,4003
18/03/2015;15,4192;15,4271;15,4892
19/03/2015;15,2960;15,4192;15,4271
20/03/2015;15,0317;15,2960;15,4192
21/03/2015;N/E;N/E;15,2960
22/03/2015;N/E;N/E;15,2960
23/03/2015;14,9644;15,0317;15,2960
24/03/2015;14,9347;14,9644;15,0317
25/03/2015;14,9524;14,9347;14,9644
26/03/2015;15,1056;14,9524;14,9347
27/03/2015;15,1542;15,1056;14,9524
28/03/2015;N/E;N/E;15,1056
29/03/2015;N/E;N/E;15,1056
30/03/2015;15,2427;15,1542;15,1056
31/03/2015;15,2647;15,2427;15,1542
01/04/2015;15,1206;15,2647;15,2427
02/04/2015;N/E;N/E;15,2647
03/04/2015;N/E;N/E;15,2647
04/04/2015;N/E;N/E;15,2647
05/04/2015;N/E;N/E;15,2647
06/04/2015;14,8003;15,1206;15,2647
07/04/2015;14,9039;14,8003;15,1206
08/04/2015;14,9072;14,9039;14,8003
09/04/2015;15,0554;14,9072;14,9039
10/04/2015;15,1706;15,0554;14,9072
11/04/2015;N/E;N/E;15,0554
12/04/2015;N/E;N/E;15,0554
13/04/2015;15,2947;15,1706;15,0554
14/04/2015;15,2339;15,2947;15,1706
15/04/2015;15,3891;15,2339;15,2947
16/04/2015;15,2455;15,3891;15,2339
17/04/2015;15,3128;15,2455;15,3891
18/04/2015;N/E;N/E;15,2455
19/04/2015;N/E;N/E;15,2455
20/04/2015;15,3973;15,3128;15,2455
21/04/2015;15,3837;15,3973;15,3128
22/04/2015;15,4518;15,3837;15,3973
23/04/2015;15,3539;15,4518;15,3837
24/04/2015;15,3834;15,3539;15,4518
25/04/2015;N/E;N/E;15,3539
26/04/2015;N/E;N/E;15,3539
27/04/2015;15,3213;15,3834;15,3539
28/04/2015;15,2225;15,3213;15,3834
29/04/2015;15,2043;15,2225;15,3213
30/04/2015;15,3714;15,2043;15,2225
01/05/2015;N/E;N/E;15,2043
02/05/2015;N/E;N/E;15,2043
03/05/2015;N/E;N/E;15,2043
04/05/2015;15,4940;15,3714;15,2043
05/05/2015;15,3225;15,4940;15,3714
06/05/2015;15,2825;15,3225;15,4940
07/05/2015;15,3397;15,2825;15,3225
08/05/2015;15,1424;15,3397;15,2825
09/05/2015;N/E;N/E;15,3397
10/05/2015;N/E;N/E;15,3397
11/05/2015;15,2624;15,1424;15,3397
12/05/2015;15,3211;15,2624;15,1424
13/05/2015;15,2213;15,3211;15,2624
14/05/2015;15,1235;15,2213;15,3211
15/05/2015;15,0225;15,1235;15,2213
16/05/2015;N/E;N/E;15,1235
17/05/2015;N/E;N/E;15,1235
18/05/2015;15,1200;15,0225;15,1235
19/05/2015;15,2008;15,1200;15,0225
20/05/2015;15,2120;15,2008;15,1200
21/05/2015;15,2326;15,2120;15,2008
22/05/2015;15,2918;15,2326;15,2120
23/05/2015;N/E;N/E;15,2326
24/05/2015;N/E;N/E;15,2326
25/05/2015;15,2635;15,2918;15,2326
26/05/2015;15,3235;15,2635;15,2918
27/05/2015;15,3581;15,3235;15,2635
28/05/2015;15,3737;15,3581;15,3235
29/05/2015;15,3815;15,3737;15,3581
30/05/2015;N/E;N/E;15,3737
31/05/2015;N/E;N/E;15,3737
01/06/2015;15,4845;15,3815;15,3737
02/06/2015;15,4128;15,4845;15,3815
03/06/2015;15,4833;15,4128;15,4845
04/06/2015;15,5347;15,4833;15,4128
05/06/2015;15,6958;15,5347;15,4833
06/06/2015;N/E;N/E;15,5347
07/06/2015;N/E;N/E;15,5347
08/06/2015;15,6715;15,6958;15,5347
09/06/2015;15,5645;15,6715;15,6958
10/06/2015;15,4779;15,5645;15,6715
11/06/2015;15,4409;15,4779;15,5645
12/06/2015;15,4129;15,4409;15,4779
13/06/2015;N/E;N/E;15,4409
14/06/2015;N/E;N/E;15,4409
15/06/2015;15,4327;15,4129;15,4409
16/06/2015;15,4192;15,4327;15,4129
17/06/2015;15,4199;15,4192;15,4327
18/06/2015;15,2828;15,4199;15,4192
19/06/2015;15,3274;15,2828;15,4199
20/06/2015;N/E;N/E;15,2828
21/06/2015;N/E;N/E;15,2828
22/06/2015;15,3072;15,3274;15,2828
23/06/2015;15,4088;15,3072;15,3274
24/06/2015;15,4555;15,4088;15,3072
25/06/2015;15,4816;15,4555;15,4088
26/06/2015;15,5676;15,4816;15,4555
27/06/2015;N/E;N/E;15,4816
28/06/2015;N/E;N/E;15,4816
29/06/2015;15,6599;15,5676;15,4816
30/06/2015;15,6854;15,6599;15,5676
01/07/2015;15,7829;15,6854;15,6599
02/07/2015;15,6821;15,7829;15,6854
03/07/2015;15,6918;15,6821;15,7829
04/07/2015;N/E;N/E;15,6821
05/07/2015;N/E;N/E;15,6821
06/07/2015;15,7530;15,6918;15,6821
07/07/2015;15,8281;15,7530;15,6918
08/07/2015;15,8174;15,8281;15,7530
09/07/2015;15,7856;15,8174;15,8281
10/07/2015;15,7329;15,7856;15,8174
11/07/2015;N/E;N/E;15,7856
12/07/2015;N/E;N/E;15,7856
13/07/2015;15,7404;15,7329;15,7856
14/07/2015;15,6728;15,7404;15,7329
15/07/2015;15,7470;15,6728;15,7404
16/07/2015;15,8014;15,7470;15,6728
17/07/2015;15,9121;15,8014;15,7470
18/07/2015;N/E;N/E;15,8014
19/07/2015;N/E;N/E;15,8014
20/07/2015;15,9856;15,9121;15,8014
21/07/2015;15,9728;15,9856;15,9121
22/07/2015;16,0950;15,9728;15,9856
23/07/2015;16,0988;16,0950;15,9728
24/07/2015;16,2364;16,0988;16,0950
25/07/2015;N/E;N/E;16,0988
26/07/2015;N/E;N/E;16,0988
27/07/2015;16,2681;16,2364;16,0988
28/07/2015;16,2638;16,2681;16,2364
29/07/2015;16,2140;16,2638;16,2681
30/07/2015;16,4512;16,2140;16,2638
31/07/2015;16,0772;16,4512;16,2140
01/08/2015;N/E;N/E;16,4512
02/08/2015;N/E;N/E;16,4512
03/08/2015;16,1129;16,0772;16,4512
04/08/2015;16,1736;16,1129;16,0772
05/08/2015;16,3762;16,1736;16,1129
06/08/2015;16,3533;16,3762;16,1736
07/08/2015;16,1645;16,3533;16,3762
08/08/2015;N/E;N/E;16,3533
09/08/2015;N/E;N/E;16,3533
10/08/2015;16,1652;16,1645;16,3533
11/08/2015;16,3241;16,1652;16,1645
12/08/2015;16,2976;16,3241;16,1652
13/08/2015;16,3541;16,2976;16,3241
14/08/2015;16,3658;16,3541;16,2976
15/08/2015;N/E;N/E;16,3541
16/08/2015;N/E;N/E;16,3541
17/08/2015;16,3993;16,3658;16,3541
18/08/2015;16,4317;16,3993;16,3658
19/08/2015;16,4908;16,4317;16,3993
20/08/2015;16,7182;16,4908;16,4317
21/08/2015;16,9171;16,7182;16,4908
22/08/2015;N/E;N/E;16,7182
23/08/2015;N/E;N/E;16,7182
24/08/2015;17,0975;16,9171;16,7182
25/08/2015;16,9859;17,0975;16,9171
26/08/2015;17,1065;16,9859;17,0975
27/08/2015;16,8863;17,1065;16,9859
28/08/2015;16,7684;16,8863;17,1065
29/08/2015;N/E;N/E;16,8863
30/08/2015;N/E;N/E;16,8863
31/08/2015;16,7829;16,7684;16,8863
01/09/2015;16,8692;16,7829;16,7684
02/09/2015;16,9444;16,8692;16,7829
03/09/2015;16,7918;16,9444;16,8692
04/09/2015;16,8454;16,7918;16,9444
05/09/2015;N/E;N/E;16,7918
06/09/2015;N/E;N/E;16,7918
07/09/2015;16,9880;16,8454;16,7918
08/09/2015;16,7979;16,9880;16,8454
09/09/2015;16,7773;16,7979;16,9880
10/09/2015;16,8103;16,7773;16,7979
11/09/2015;16,8261;16,8103;16,7773
12/09/2015;N/E;N/E;16,8103
13/09/2015;N/E;N/E;16,8103
14/09/2015;16,8168;16,8261;16,8103
15/09/2015;16,7716;16,8168;16,8261
16/09/2015;N/E;N/E;16,8168
17/09/2015;16,5680;16,7716;16,8168
18/09/2015;16,5390;16,5680;16,7716
19/09/2015;N/E;N/E;16,5680
20/09/2015;N/E;N/E;16,5680
21/09/2015;16,6865;16,5390;16,5680
22/09/2015;16,8713;16,6865;16,5390
23/09/2015;17,0453;16,8713;16,6865
24/09/2015;17,1149;17,0453;16,8713
25/09/2015;16,9595;17,1149;17,0453
26/09/2015;N/E;N/E;17,1149
27/09/2015;N/E;N/E;17,1149
28/09/2015;17,0073;16,9595;17,1149
29/09/2015;17,0771;17,0073;16,9595
30/09/2015;16,9053;17,0771;17,0073
01/10/2015;16,8566;16,9053;17,0771
02/10/2015;16,8162;16,8566;16,9053
03/10/2015;N/E;N/E;16,8566
04/10/2015;N/E;N/E;16,8566
05/10/2015;16,6941;16,8162;16,8566
06/10/2015;16,6878;16,6941;16,8162
07/10/2015;16,5762;16,6878;16,6941
08/10/2015;16,5464;16,5762;16,6878
09/10/2015;16,4180;16,5464;16,5762
10/10/2015;N/E;N/E;16,5464
11/10/2015;N/E;N/E;16,5464
12/10/2015;16,4219;16,4180;16,5464
13/10/2015;16,5848;16,4219;16,4180
14/10/2015;16,5804;16,5848;16,4219
15/10/2015;16,4250;16,5804;16,5848
16/10/2015;16,3959;16,4250;16,5804
17/10/2015;N/E;N/E;16,4250
18/10/2015;N/E;N/E;16,4250
19/10/2015;16,4899;16,3959;16,4250
20/10/2015;16,5618;16,4899;16,3959
21/10/2015;16,6600;16,5618;16,4899
22/10/2015;16,5284;16,6600;16,5618
23/10/2015;16,5138;16,5284;16,6600
24/10/2015;N/E;N/E;16,5284
25/10/2015;N/E;N/E;16,5284
26/10/2015;16,4998;16,5138;16,5284
27/10/2015;16,5545;16,4998;16,5138
28/10/2015;16,4503;16,5545;16,4998
29/10/2015;16,6219;16,4503;16,5545
30/10/2015;16,5244;16,6219;16,4503
31/10/2015;N/E;N/E;16,6219
01/11/2015;N/E;N/E;16,6219
02/11/2015;N/E;N/E;16,6219
03/11/2015;16,4196;16,5244;16,6219
04/11/2015;16,5147;16,4196;16,5244
05/11/2015;16,5959;16,5147;16,4196
06/11/2015;16,8382;16,5959;16,5147
07/11/2015;N/E;N/E;16,5959
08/11/2015;N/E;N/E;16,5959
09/11/2015;16,8700;16,8382;16,5959
10/11/2015;16,7658;16,8700;16,8382
11/11/2015;16,7173;16,7658;16,8700
12/11/2015;16,7406;16,7173;16,7658
13/11/2015;16,7395;16,7406;16,7173
14/11/2015;N/E;N/E;16,7406
15/11/2015;N/E;N/E;16,7406
16/11/2015;N/E;N/E;16,7406
17/11/2015;16,7570;16,7395;16,7406
18/11/2015;16,7636;16,7570;16,7395
19/11/2015;16,5748;16,7636;16,7570
20/11/2015;16,5120;16,5748;16,7636
21/11/2015;N/E;N/E;16,5748
22/11/2015;N/E;N/E;16,5748
23/11/2015;16,5306;16,5120;16,5748
24/11/2015;16,4705;16,5306;16,5120
25/11/2015;16,5548;16,4705;16,5306
26/11/2015;16,5492;16,5548;16,4705
27/11/2015;16,5784;16,5492;16,5548
28/11/2015;N/E;N/E;16,5492
29/11/2015;N/E;N/E;16,5492
30/11/2015;16,5856;16,5784;16,5492
01/12/2015;16,5104;16,5856;16,5784
02/12/2015;16,5933;16,5104;16,5856
03/12/2015;16,7095;16,5933;16,5104
04/12/2015;16,6757;16,7095;16,5933
05/12/2015;N/E;N/E;16,7095
06/12/2015;N/E;N/E;16,7095
07/12/2015;16,9044;16,6757;16,7095
08/12/2015;17,0164;16,9044;16,6757
09/12/2015;17,0160;17,0164;16,9044
10/12/2015;17,0750;17,0160;17,0164
11/12/2015;17,3592;17,0750;17,0160
12/12/2015;N/E;N/E;17,0750
13/12/2015;N/E;N/E;17,0750
14/12/2015;17,3776;17,3592;17,0750
15/12/2015;17,1529;17,3776;17,3592
16/12/2015;17,1360;17,1529;17,3776
17/12/2015;17,1000;17,1360;17,1529
18/12/2015;17,0139;17,1000;17,1360
19/12/2015;N/E;N/E;17,1000
20/12/2015;N/E;N/E;17,1000
21/12/2015;17,1034;17,0139;17,1000
22/12/2015;17,1847;17,1034;17,0139
23/12/2015;17,1953;17,1847;17,1034
24/12/2015;17,2760;17,1953;17,1847
25/12/2015;N/E;N/E;17,1953
26/12/2015;N/E;N/E;17,1953
27/12/2015;N/E;N/E;17,1953
28/12/2015;17,2710;17,2760;17,1953
29/12/2015;17,2065;17,2710;17,2760
30/12/2015;17,3398;17,2065;17,2710
31/12/2015;17,2487;17,3398;17,2065
01/01/2016;N/E;N/E;17,3398
02/01/2016;N/E;N/E;17,3398
03/01/2016;N/E;N/E;17,3398
04/01/2016;17,3529;17,2487;17,3398
05/01/2016;17,3456;17,3529;17,2487
06/01/2016;17,4411;17,3456;17,3529
07/01/2016;17,6568;17,4411;17,3456
08/01/2016;17,9283;17,6568;17,4411
09/01/2016;N/E;N/E;17,6568
10/01/2016;N/E;N/E;17,6568
11/01/2016;17,9304;17,9283;17,6568
12/01/2016;17,9119;17,9304;17,9283
13/01/2016;17,8500;17,9119;17,9304
14/01/2016;17,9121;17,8500;17,9119
15/01/2016;18,2108;17,9121;17,8500
16/01/2016;N/E;N/E;17,9121
17/01/2016;N/E;N/E;17,9121
18/01/2016;18,2327;18,2108;17,9121
19/01/2016;18,1947;18,2327;18,2108
20/01/2016;18,6080;18,1947;18,2327
21/01/2016;18,5084;18,6080;18,1947
22/01/2016;18,4280;18,5084;18,6080
23/01/2016;N/E;N/E;18,5084
24/01/2016;N/E;N/E;18,5084
25/01/2016;18,5352;18,4280;18,5084
26/01/2016;18,4715;18,5352;18,4280
27/01/2016;18,4530;18,4715;18,5352
28/01/2016;18,2906;18,4530;18,4715
29/01/2016;18,1935;18,2906;18,4530
30/01/2016;N/E;N/E;18,2906
31/01/2016;N/E;N/E;18,2906
01/02/2016;N/E;N/E;18,2906
02/02/2016;18,4902;18,1935;18,2906
03/02/2016;18,4537;18,4902;18,1935
04/02/2016;18,1891;18,4537;18,4902
05/02/2016;18,3748;18,1891;18,4537
06/02/2016;N/E;N/E;18,1891
07/02/2016;N/E;N/E;18,1891
08/02/2016;18,6959;18,3748;18,1891
09/02/2016;18,7818;18,6959;18,3748
10/02/2016;18,8089;18,7818;18,6959
11/02/2016;19,1754;18,8089;18,7818
12/02/2016;19,0392;19,1754;18,8089
13/02/2016;N/E;N/E;19,1754
14/02/2016;N/E;N/E;19,1754
15/02/2016;18,8471;19,0392;19,1754
16/02/2016;18,8148;18,8471;19,0392
17/02/2016;18,3895;18,8148;18,8471
18/02/2016;18,1439;18,3895;18,8148
19/02/2016;18,2762;18,1439;18,3895
20/02/2016;N/E;N/E;18,1439
21/02/2016;N/E;N/E;18,1439
22/02/2016;18,0568;18,2762;18,1439
23/02/2016;18,1948;18,0568;18,2762
24/02/2016;18,2893;18,1948;18,0568
25/02/2016;18,1680;18,2893;18,1948
26/02/2016;18,1706;18,1680;18,2893
27/02/2016;N/E;N/E;18,1680
28/02/2016;N/E;N/E;18,1680
29/02/2016;18,1020;18,1706;18,1680
01/03/2016;17,9432;18,1020;18,1706
02/03/2016;17,8561;17,9432;18,1020
03/03/2016;17,8971;17,8561;17,9432
04/03/2016;17,7723;17,8971;17,8561
05/03/2016;N/E;N/E;17,8971
06/03/2016;N/E;N/E;17,8971
07/03/2016;17,7526;17,7723;17,8971
08/03/2016;17,9044;17,7526;17,7723
09/03/2016;17,7523;17,9044;17,7526
10/03/2016;17,8601;17,7523;17,9044
11/03/2016;17,7002;17,8601;17,7523
12/03/2016;N/E;N/E;17,8601
13/03/2016;N/E;N/E;17,8601
14/03/2016;17,7691;17,7002;17,8601
15/03/2016;17,9260;17,7691;17,7002
16/03/2016;17,9308;17,9260;17,7691
17/03/2016;17,4034;17,9308;17,9260
18/03/2016;17,2995;17,4034;17,9308
19/03/2016;N/E;N/E;17,4034
20/03/2016;N/E;N/E;17,4034
21/03/2016;N/E;N/E;17,4034
22/03/2016;17,3361;17,2995;17,4034
23/03/2016;17,5273;17,3361;17,2995
24/03/2016;N/E;N/E;17,3361
25/03/2016;N/E;N/E;17,3361
26/03/2016;N/E;N/E;17,3361
27/03/2016;N/E;N/E;17,3361
28/03/2016;17,4610;17,5273;17,3361
29/03/2016;17,4015;17,4610;17,5273
30/03/2016;17,2509;17,4015;17,4610
31/03/2016;17,2370;17,2509;17,4015
01/04/2016;17,3338;17,2370;17,2509
02/04/2016;N/E;N/E;17,2370
03/04/2016;N/E;N/E;17,2370
04/04/2016;17,4484;17,3338;17,2370
05/04/2016;17,7252;17,4484;17,3338
06/04/2016;17,7286;17,7252;17,4484
07/04/2016;17,8930;17,7286;17,7252
08/04/2016;17,7391;17,8930;17,7286
09/04/2016;N/E;N/E;17,8930
10/04/2016;N/E;N/E;17,8930
11/04/2016;17,6452;17,7391;17,8930
12/04/2016;17,5719;17,6452;17,7391
13/04/2016;17,4900;17,5719;17,6452
14/04/2016;17,3880;17,4900;17,5719
15/04/2016;17,5669;17,3880;17,4900
16/04/2016;N/E;N/E;17,3880
17/04/2016;N/E;N/E;17,3880
18/04/2016;17,4598;17,5669;17,3880
19/04/2016;17,2825;17,4598;17,5669
20/04/2016;17,3078;17,2825;17,4598
21/04/2016;17,4202;17,3078;17,2825
22/04/2016;17,4359;17,4202;17,3078
23/04/2016;N/E;N/E;17,4202
24/04/2016;N/E;N/E;17,4202
25/04/2016;17,5866;17,4359;17,4202
26/04/2016;17,4298;17,5866;17,4359
27/04/2016;17,3993;17,4298;17,5866
28/04/2016;17,2125;17,3993;17,4298
29/04/2016;17,1767;17,2125;17,3993
30/04/2016;N/E;N/E;17,2125
01/05/2016;N/E;N/E;17,2125
02/05/2016;17,2279;17,1767;17,2125
03/05/2016;17,5234;17,2279;17,1767
04/05/2016;17,7358;17,5234;17,2279
05/05/2016;17,7866;17,7358;17,5234
06/05/2016;17,9204;17,7866;17,7358
07/05/2016;N/E;N/E;17,7866
08/05/2016;N/E;N/E;17,7866
09/05/2016;18,1033;17,9204;17,7866
10/05/2016;18,0205;18,1033;17,9204
11/05/2016;17,9549;18,0205;18,1033
12/05/2016;17,9915;17,9549;18,0205
13/05/2016;18,1562;17,9915;17,9549
14/05/2016;N/E;N/E;17,9915
15/05/2016;N/E;N/E;17,9915
16/05/2016;18,1795;18,1562;17,9915
17/05/2016;18,3217;18,1795;18,1562
18/05/2016;18,3761;18,3217;18,1795
19/05/2016;18,5465;18,3761;18,3217
20/05/2016;18,3826;18,5465;18,3761
21/05/2016;N/E;N/E;18,5465
22/05/2016;N/E;N/E;18,5465
23/05/2016;18,4444;18,3826;18,5465
24/05/2016;18,4694;18,4444;18,3826
25/05/2016;18,4520;18,4694;18,4444
26/05/2016;18,4572;18,4520;18,4694
27/05/2016;18,4527;18,4572;18,4520
28/05/2016;N/E;N/E;18,4572
29/05/2016;N/E;N/E;18,4572
30/05/2016;18,4777;18,4527;18,4572
31/05/2016;18,4118;18,4777;18,4527
01/06/2016;18,5299;18,4118;18,4777
02/06/2016;18,6097;18,5299;18,4118
03/06/2016;18,6283;18,6097;18,5299
04/06/2016;N/E;N/E;18,6097
05/06/2016;N/E;N/E;18,6097
06/06/2016;18,5889;18,6283;18,6097
07/06/2016;18,5067;18,5889;18,6283
08/06/2016;18,1491;18,5067;18,5889
09/06/2016;18,2742;18,1491;18,5067
10/06/2016;18,5046;18,2742;18,1491
11/06/2016;N/E;N/E;18,2742
12/06/2016;N/E;N/E;18,2742
13/06/2016;18,7915;18,5046;18,2742
14/06/2016;18,9814;18,7915;18,5046
15/06/2016;18,8672;18,9814;18,7915
16/06/2016;18,9968;18,8672;18,9814
17/06/2016;18,8527;18,9968;18,8672
18/06/2016;N/E;N/E;18,9968
19/06/2016;N/E;N/E;18,9968
20/06/2016;18,6559;18,8527;18,9968
21/06/2016;18,6444;18,6559;18,8527
22/06/2016;18,5325;18,6444;18,6559
23/06/2016;18,3207;18,5325;18,6444
24/06/2016;18,8716;18,3207;18,5325
25/06/2016;N/E;N/E;18,3207
26/06/2016;N/E;N/E;18,3207
27/06/2016;19,1283;18,8716;18,3207
28/06/2016;18,9113;19,1283;18,8716
29/06/2016;18,5550;18,9113;19,1283
30/06/2016;18,4646;18,5550;18,9113
01/07/2016;18,3090;18,4646;18,5550
02/07/2016;N/E;N/E;18,4646
03/07/2016;N/E;N/E;18,4646
04/07/2016;18,3858;18,3090;18,4646
05/07/2016;18,7536;18,3858;18,3090
06/07/2016;18,8161;18,7536;18,3858
07/07/2016;18,8607;18,8161;18,7536
08/07/2016;18,5991;18,8607;18,8161
09/07/2016;N/E;N/E;18,8607
10/07/2016;N/E;N/E;18,8607
11/07/2016;18,4597;18,5991;18,8607
12/07/2016;18,3006;18,4597;18,5991
13/07/2016;18,3937;18,3006;18,4597
14/07/2016;18,3061;18,3937;18,3006
15/07/2016;18,4920;18,3061;18,3937
16/07/2016;N/E;N/E;18,3061
17/07/2016;N/E;N/E;18,3061
18/07/2016;18,4879;18,4920;18,3061
19/07/2016;18,5719;18,4879;18,4920
20/07/2016;18,5729;18,5719;18,4879
21/07/2016;18,6022;18,5729;18,5719
22/07/2016;18,6089;18,6022;18,5729
23/07/2016;N/E;N/E;18,6022
24/07/2016;N/E;N/E;18,6022
25/07/2016;18,7569;18,6089;18,6022
26/07/2016;18,8114;18,7569;18,6089
27/07/2016;18,8602;18,8114;18,7569
28/07/2016;18,8979;18,8602;18,8114
29/07/2016;18,7837;18,8979;18,8602
30/07/2016;N/E;N/E;18,8979
31/07/2016;N/E;N/E;18,8979
01/08/2016;18,8504;18,7837;18,8979
02/08/2016;18,8966;18,8504;18,7837
03/08/2016;18,9117;18,8966;18,8504
04/08/2016;18,8612;18,9117;18,8966
05/08/2016;18,8691;18,8612;18,9117
06/08/2016;N/E;N/E;18,8612
07/08/2016;N/E;N/E;18,8612
08/08/2016;18,5716;18,8691;18,8612
09/08/2016;18,3842;18,5716;18,8691
10/08/2016;18,3479;18,3842;18,5716
11/08/2016;18,2678;18,3479;18,3842
12/08/2016;18,2455;18,2678;18,3479
13/08/2016;N/E;N/E;18,2678
14/08/2016;N/E;N/E;18,2678
15/08/2016;18,0363;18,2455;18,2678
16/08/2016;17,9869;18,0363;18,2455
17/08/2016;18,2598;17,9869;18,0363
18/08/2016;18,0832;18,2598;17,9869
19/08/2016;18,2674;18,0832;18,2598
20/08/2016;N/E;N/E;18,0832
21/08/2016;N/E;N/E;18,0832
22/08/2016;18,3023;18,2674;18,0832
23/08/2016;18,3202;18,3023;18,2674
24/08/2016;18,4971;18,3202;18,3023
25/08/2016;18,4460;18,4971;18,3202
26/08/2016;18,2830;18,4460;18,4971
27/08/2016;N/E;N/E;18,4460
28/08/2016;N/E;N/E;18,4460
29/08/2016;18,5773;18,2830;18,4460
30/08/2016;18,7953;18,5773;18,2830
31/08/2016;18,8611;18,7953;18,5773
01/09/2016;18,8523;18,8611;18,7953
02/09/2016;18,6589;18,8523;18,8611
03/09/2016;N/E;N/E;18,8523
04/09/2016;N/E;N/E;18,8523
05/09/2016;18,5581;18,6589;18,8523
06/09/2016;18,3524;18,5581;18,6589
07/09/2016;18,3689;18,3524;18,5581
08/09/2016;18,5427;18,3689;18,3524
09/09/2016;18,8451;18,5427;18,3689
10/09/2016;N/E;N/E;18,5427
11/09/2016;N/E;N/E;18,5427
12/09/2016;19,0646;18,8451;18,5427
13/09/2016;19,1520;19,0646;18,8451
14/09/2016;19,2275;19,1520;19,0646
15/09/2016;19,2514;19,2275;19,1520
16/09/2016;N/E;N/E;19,2275
17/09/2016;N/E;N/E;19,2275
18/09/2016;N/E;N/E;19,2275
19/09/2016;19,6097;19,2514;19,2275
20/09/2016;19,7770;19,6097;19,2514
21/09/2016;19,8394;19,7770;19,6097
22/09/2016;19,5965;19,8394;19,7770
23/09/2016;19,7211;19,5965;19,8394
24/09/2016;N/E;N/E;19,5965
25/09/2016;N/E;N/E;19,5965
26/09/2016;19,8322;19,7211;19,5965
27/09/2016;19,5044;19,8322;19,7211
28/09/2016;19,5002;19,5044;19,8322
29/09/2016;19,4086;19,5002;19,5044
30/09/2016;19,3776;19,4086;19,5002
01/10/2016;N/E;N/E;19,4086
02/10/2016;N/E;N/E;19,4086
03/10/2016;19,3211;19,3776;19,4086
04/10/2016;19,2138;19,3211;19,3776
05/10/2016;19,2554;19,2138;19,3211
06/10/2016;19,2433;19,2554;19,2138
07/10/2016;19,2994;19,2433;19,2554
08/10/2016;N/E;N/E;19,2433
09/10/2016;N/E;N/E;19,2433
10/10/2016;18,8786;19,2994;19,2433
11/10/2016;18,9531;18,8786;19,2994
12/10/2016;18,9622;18,9531;18,8786
13/10/2016;19,0399;18,9622;18,9531
14/10/2016;19,0046;19,0399;18,9622
