fecha;Determinacion;Publicacion DOF;para solventar obligaciones
14/05/2025;19,3630;19,4373;19,6162
15/05/2025;19,4780;19,3630;19,4373
16/05/2025;19,5147;19,4780;19,3630
17/05/2025;N/E;N/E;19,4780
18/05/2025;N/E;N/E;19,4780
19/05/2025;19,3723;19,5147;19,4780
20/05/2025;19,2648;19,3723;19,5147
21/05/2025;19,3198;19,2648;19,3723
22/05/2025;19,3227;19,3198;19,2648
23/05/2025;19,2748;19,3227;19,3198
24/05/2025;N/E;N/E;19,3227
25/05/2025;N/E;N/E;19,3227
26/05/2025;19,2188;19,2748;19,3227
27/05/2025;19,2338;19,2188;19,2748
28/05/2025;19,4000;19,2338;19,2188
29/05/2025;19,3280;19,4000;19,2338
30/05/2025;19,3858;19,3280;19,4000
31/05/2025;N/E;N/E;19,3280
01/06/2025;N/E;N/E;19,3280
02/06/2025;19,2338;19,3858;19,3280
03/06/2025;19,2638;19,2338;19,3858
04/06/2025;19,1932;19,2638;19,2338
05/06/2025;19,1700;19,1932;19,2638
06/06/2025;19,1317;19,1700;19,1932
07/06/2025;N/E;N/E;19,1700
08/06/2025;N/E;N/E;19,1700
09/06/2025;19,0595;19,1317;19,1700
10/06/2025;19,0518;19,0595;19,1317
11/06/2025;18,8790;19,0518;19,0595
12/06/2025;18,9068;18,8790;19,0518
13/06/2025;18,9302;18,9068;18,8790
14/06/2025;N/E;N/E;18,9068
15/06/2025;N/E;N/E;18,9068
16/06/2025;18,9083;18,9302;18,9068
17/06/2025;18,9872;18,9083;18,9302
18/06/2025;19,0047;18,9872;18,9083
19/06/2025;19,0898;19,0047;18,9872
20/06/2025;19,1458;19,0898;19,0047
21/06/2025;N/E;N/E;19,0898
22/06/2025;N/E;N/E;19,0898
23/06/2025;19,1527;19,1458;19,0898
24/06/2025;19,0267;19,1527;19,1458
25/06/2025;18,9203;19,0267;19,1527
26/06/2025;18,8928;18,9203;19,0267
27/06/2025;18,8483;18,8928;18,9203
28/06/2025;N/E;N/E;18,8928
29/06/2025;N/E;N/E;18,8928
30/06/2025;18,8332;18,8483;18,8928
01/07/2025;18,7650;18,8332;18,8483
02/07/2025;18,7540;18,7650;18,8332
03/07/2025;18,6652;18,7540;18,7650
04/07/2025;18,6327;18,6652;18,7540
05/07/2025;N/E;N/E;18,6652
06/07/2025;N/E;N/E;18,6652
07/07/2025;18,6698;18,6327;18,6652
08/07/2025;18,7140;18,6698;18,6327
09/07/2025;18,5733;18,7140;18,6698
10/07/2025;18,6267;18,5733;18,7140
11/07/2025;18,6595;18,6267;18,5733
12/07/2025;N/E;N/E;18,6267
13/07/2025;N/E;N/E;18,6267
14/07/2025;18,7510;18,6595;18,6267
15/07/2025;18,8397;18,7510;18,6595
16/07/2025;18,7178;18,8397;18,7510
17/07/2025;18,7685;18,7178;18,8397
18/07/2025;18,7200;18,7685;18,7178
19/07/2025;N/E;N/E;18,7685
20/07/2025;N/E;N/E;18,7685
21/07/2025;18,6455;18,7200;18,7685
22/07/2025;18,6212;18,6455;18,7200
23/07/2025;18,5735;18,6212;18,6455
24/07/2025;18,5538;18,5735;18,6212
25/07/2025;18,5570;18,5538;18,5735
26/07/2025;N/E;N/E;18,5538
27/07/2025;N/E;N/E;18,5538
28/07/2025;18,7267;18,5570;18,5538
29/07/2025;18,7642;18,7267;18,5570
30/07/2025;18,7960;18,7642;18,7267
31/07/2025;18,7963;18,7960;18,7642
01/08/2025;18,9160;18,7963;18,7960
02/08/2025;N/E;N/E;18,7963
03/08/2025;N/E;N/E;18,7963
04/08/2025;18,8783;18,9160;18,7963
05/08/2025;18,7620;18,8783;18,9160
06/08/2025;18,6192;18,7620;18,8783
07/08/2025;18,6765;18,6192;18,7620
08/08/2025;18,5518;18,6765;18,6192
09/08/2025;N/E;N/E;18,6765
10/08/2025;N/E;N/E;18,6765
11/08/2025;18,6683;18,5518;18,6765
12/08/2025;18,5657;18,6683;18,5518
13/08/2025;18,6353;18,5657;18,6683
14/08/2025;18,8137;18,6353;18,5657
15/08/2025;18,7295;18,8137;18,6353
16/08/2025;N/E;N/E;18,8137
17/08/2025;N/E;N/E;18,8137
18/08/2025;18,7840;18,7295;18,8137
19/08/2025;18,7982;18,7840;18,7295
20/08/2025;18,7572;18,7982;18,7840
21/08/2025;18,7737;18,7572;18,7982
22/08/2025;18,5950;18,7737;18,7572
23/08/2025;N/E;N/E;18,7737
24/08/2025;N/E;N/E;18,7737
25/08/2025;18,6368;18,5950;18,7737
26/08/2025;18,6843;18,6368;18,5950
27/08/2025;18,6912;18,6843;18,6368
28/08/2025;18,6522;18,6912;18,6843
29/08/2025;18,6440;18,6522;18,6912
30/08/2025;N/E;N/E;18,6522
31/08/2025;N/E;N/E;18,6522
01/09/2025;18,6460;18,6440;18,6522
02/09/2025;18,7072;18,6460;18,6440
03/09/2025;18,6873;18,7072;18,6460
04/09/2025;18,7577;18,6873;18,7072
05/09/2025;18,6792;18,7577;18,6873
06/09/2025;N/E;N/E;18,7577
07/09/2025;N/E;N/E;18,7577
08/09/2025;18,6550;18,6792;18,7577
09/09/2025;18,6353;18,6550;18,6792
10/09/2025;18,5920;18,6353;18,6550
11/09/2025;18,5287;18,5920;18,6353
12/09/2025;18,4757;18,5287;18,5920
13/09/2025;N/E;N/E;18,5287
14/09/2025;N/E;N/E;18,5287
15/09/2025;18,3635;18,4757;18,5287
16/09/2025;N/E;N/E;18,4757
17/09/2025;18,3257;18,3635;18,4757
18/09/2025;18,3610;18,3257;18,3635
19/09/2025;18,3892;18,3610;18,3257
20/09/2025;N/E;N/E;18,3610
21/09/2025;N/E;N/E;18,3610
22/09/2025;18,4082;18,3892;18,3610
23/09/2025;18,3232;18,4082;18,3892
24/09/2025;18,4312;18,3232;18,4082
25/09/2025;18,4457;18,4312;18,3232
26/09/2025;18,3825;18,4457;18,4312
27/09/2025;N/E;N/E;18,4457
28/09/2025;N/E;N/E;18,4457
29/09/2025;18,3507;18,3825;18,4457
30/09/2025;18,3342;18,3507;18,3825
01/10/2025;18,3477;18,3342;18,3507
02/10/2025;18,4843;18,3477;18,3342
03/10/2025;18,3902;18,4843;18,3477
04/10/2025;N/E;N/E;18,4843
05/10/2025;N/E;N/E;18,4843
06/10/2025;18,3528;18,3902;18,4843
07/10/2025;18,3762;18,3528;18,3902
08/10/2025;18,3477;18,3762;18,3528
09/10/2025;18,3830;18,3477;18,3762
10/10/2025;18,5567;18,3830;18,3477
11/10/2025;N/E;N/E;18,3830
12/10/2025;N/E;N/E;18,3830
13/10/2025;18,4400;18,5567;18,3830
14/10/2025;18,5220;18,4400;18,5567
15/10/2025;18,4808;18,5220;18,4400
16/10/2025;18,4108;18,4808;18,5220
17/10/2025;18,4070;18,4108;18,4808
18/10/2025;N/E;N/E;18,4108
19/10/2025;N/E;N/E;18,4108
20/10/2025;18,4032;18,4070;18,4108
21/10/2025;18,4252;18,4032;18,4070
22/10/2025;18,4333;18,4252;18,4032
23/10/2025;18,4033;18,4333;18,4252
24/10/2025;18,3948;18,4033;18,4333
25/10/2025;N/E;N/E;18,4033
26/10/2025;N/E;N/E;18,4033
27/10/2025;18,3892;18,3948;18,4033
28/10/2025;18,4145;18,3892;18,3948
29/10/2025;18,4072;18,4145;18,3892
30/10/2025;18,5380;18,4072;18,4145
31/10/2025;18,5725;18,5380;18,4072
01/11/2025;N/E;N/E;18,5380
02/11/2025;N/E;N/E;18,5380
03/11/2025;18,4835;18,5725;18,5380
04/11/2025;18,6133;18,4835;18,5725
05/11/2025;18,5947;18,6133;18,4835
06/11/2025;18,6233;18,5947;18,6133
07/11/2025;18,5000;18,6233;18,5947
