period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Immediate_Counterparty_Basis_Cross_Border_Claims_Excluding_Claims,Claims_on_Local_Residents,Remaining_Maturity_less_than,Claims_on_Local_Residents,Total_Cross_Border_and_Local,Risk_Transfers_Outward_Risk_Transfers_7,Inward_Risk_Transfers_8,Total_Cross_Border_and_Local
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,region_header,6,G-10 and Luxembourg,,,,,,,,
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,7,BELGIUM,1886.0,1.0,550.0,12.0,1899.0,568.0,329.0,1659.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,8,CANADA,35893.0,2073.0,21652.0,14248.0,52214.0,8905.0,12116.0,55422.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,9,FRANCE,6587.0,15.0,4135.0,1225.0,7827.0,499.0,3714.0,11039.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,10,GERMANY,8179.0,66.0,4294.0,937.0,9182.0,1038.0,58662.0,66808.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,11,ITALY,173.0,28.0,163.0,1183.0,1384.0,32.0,147.0,1501.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,12,JAPAN,16186.0,1.0,15541.0,2663.0,18850.0,236.0,7187.0,25795.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,13,LUXEMBOURG,9084.0,17.0,6219.0,3575.0,12676.0,4985.0,859.0,8550.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,14,NETHERLANDS,8037.0,907.0,2050.0,371.0,9315.0,2538.0,1407.0,8183.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,15,SWEDEN,3382.0,2.0,1178.0,242.0,3626.0,144.0,1352.0,4835.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,16,SWITZERLAND,3431.0,0.0,2776.0,248.0,3679.0,303.0,52127.0,55483.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,country_data,17,UNITED KINGDOM,126881.0,6536.0,117078.0,17006.0,150423.0,42679.0,6670.0,113384.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,subtotal,18,Total,219719.0,9646.0,175636.0,41710.0,271075.0,61927.0,144570.0,352659.0
2017Q2,2017,Q2,Table 2,2,All Others,G-10 and Luxembourg,empty,19,,,,,,,,,
2017Q2,2017,Q2,Table 2,2,All Others,Non G-10 Developed Countries,region_header,20,Non G-10 Developed Countries,,,,,,,,
2017Q2,2017,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,21,AUSTRALIA,6944.0,17.0,3005.0,6847.0,13808.0,1088.0,417.0,13137.0
2017Q2,2017,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,22,AUSTRIA,568.0,0.0,88.0,63.0,631.0,15.0,3.0,619.0
2017Q2,2017,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,23,CYPRUS,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0
2017Q2,2017,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,24,DENMARK,484.0,0.0,385.0,21.0,505.0,18.0,225.0,712.0
2017Q2,2017,Q2,Table 2,2,All Others,Non G-10 Developed Countries,country_data,25,FINLAND,1031.0,0.0,682.0,83.0,1114.0,7.0,1.0,1108.0
