period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,region_header,8,G-10 and Luxembourg,,,,,,,,,,,,,,
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,9,BELGIUM,5672.0,558.0,6230.0,215.0,16.0,231.0,416.0,6877.0,6050.0,549.0,6599.0,58.0,1.0,59.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,10,CANADA,18550.0,2144.0,20694.0,23901.0,7935.0,31836.0,2191.0,54721.0,16752.0,1935.0,18687.0,9647.0,17.0,9664.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,11,FRANCE,26113.0,789.0,26902.0,3200.0,1164.0,4364.0,1432.0,32698.0,24886.0,776.0,25662.0,234.0,4.0,238.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,12,GERMANY,29761.0,703.0,30464.0,1138.0,371.0,1509.0,2434.0,34407.0,25797.0,464.0,26261.0,149.0,9.0,158.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,13,ITALY,6571.0,153.0,6724.0,2454.0,1008.0,3462.0,563.0,10749.0,6020.0,135.0,6155.0,307.0,17.0,324.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,14,JAPAN,19447.0,311.0,19758.0,22972.0,1716.0,24688.0,920.0,45366.0,17318.0,295.0,17613.0,1451.0,0.0,1451.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,15,LUXEMBOURG,15252.0,269.0,15521.0,879.0,0.0,879.0,1058.0,17458.0,19018.0,37.0,19055.0,62.0,0.0,62.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,16,NETHERLANDS,25310.0,207.0,25517.0,1587.0,364.0,1951.0,2644.0,30112.0,34670.0,189.0,34859.0,851.0,2.0,853.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,17,SWEDEN,5603.0,94.0,5697.0,77.0,164.0,241.0,114.0,6052.0,5109.0,97.0,5206.0,5.0,0.0,5.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,18,SWITZERLAND,14670.0,471.0,15141.0,3529.0,3057.0,6586.0,1201.0,22928.0,12534.0,398.0,12932.0,3361.0,2718.0,6079.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,country_data,19,UNITED KINGDOM,21267.0,3132.0,24399.0,48016.0,17790.0,65806.0,8507.0,98712.0,21706.0,2759.0,24465.0,10830.0,1294.0,12124.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,subtotal,20,Total,188216.0,8831.0,197047.0,107968.0,33585.0,141553.0,21480.0,360080.0,189860.0,7634.0,197494.0,26955.0,4062.0,31017.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,G-10 and Luxembourg,empty,21,,,,,,,,,,,,,,,
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,region_header,22,Non G-10 Developed Countries,,,,,,,,,,,,,,
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,23,AUSTRALIA,6693.0,283.0,6976.0,11250.0,12262.0,23512.0,916.0,31404.0,6363.0,298.0,6661.0,1654.0,0.0,1654.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,24,AUSTRIA,3038.0,11.0,3049.0,33.0,30.0,63.0,65.0,3177.0,4874.0,10.0,4884.0,0.0,0.0,0.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,25,CYPRUS,890.0,6.0,896.0,0.0,0.0,0.0,132.0,1028.0,1343.0,6.0,1349.0,0.0,0.0,0.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,26,DENMARK,2783.0,7.0,2790.0,22.0,0.0,22.0,421.0,3233.0,2494.0,6.0,2500.0,0.0,0.0,0.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,27,FINLAND,2436.0,1.0,2437.0,80.0,1.0,81.0,91.0,2609.0,2046.0,2.0,2048.0,0.0,0.0,0.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,28,GREECE,662.0,57.0,719.0,82.0,0.0,82.0,4.0,805.0,815.0,53.0,868.0,0.0,0.0,0.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,29,IRELAND,13992.0,240.0,14232.0,1882.0,0.0,1882.0,366.0,16480.0,14985.0,116.0,15101.0,483.0,0.0,483.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,30,ISRAEL,3488.0,297.0,3785.0,282.0,0.0,282.0,118.0,4185.0,2601.0,224.0,2825.0,269.0,0.0,269.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,31,NEW ZEALAND,596.0,31.0,627.0,495.0,130.0,625.0,110.0,1362.0,798.0,36.0,834.0,4.0,0.0,4.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,32,NORWAY,2293.0,21.0,2314.0,30.0,0.0,30.0,131.0,2475.0,2033.0,12.0,2045.0,0.0,0.0,0.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,33,PORTUGAL,695.0,46.0,741.0,52.0,0.0,52.0,45.0,838.0,628.0,48.0,676.0,18.0,0.0,18.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,34,SLOVAKIA,225.0,0.0,225.0,176.0,0.0,176.0,4.0,405.0,127.0,0.0,127.0,31.0,0.0,31.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,35,SPAIN,10815.0,929.0,11744.0,1390.0,294.0,1684.0,454.0,13882.0,9881.0,916.0,10797.0,121.0,0.0,121.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,country_data,36,OTHER NON G-10 DEV.,488.0,189.0,677.0,0.0,0.0,0.0,20.0,697.0,393.0,202.0,595.0,0.0,0.0,0.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,subtotal,37,Total,49094.0,2118.0,51212.0,15774.0,12717.0,28491.0,2877.0,82580.0,49381.0,1929.0,51310.0,2580.0,0.0,2580.0
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Non G-10 Developed Countries,empty,38,,,,,,,,,,,,,,,
2017Q2,2017,Q2,Table 4.2,4.2,All Banks,Eastern Europe,region_header,39,Eastern Europe,,,,,,,,,,,,,,
