period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Ultimate_Risk_Claims_2_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims_Corporate,Households,Total_Other,Claims_on_Local_Residents_Corporate,Households,Total_Other
2017Q2,2017,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,region_header,8,G-10 and Luxembourg,,,,,,,,,,,,,,
2017Q2,2017,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,9,BELGIUM,4895.0,546.0,5441.0,203.0,16.0,219.0,416.0,6076.0,5046.0,543.0,5589.0,58.0,1.0,59.0
2017Q2,2017,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,10,CANADA,11354.0,471.0,11825.0,18047.0,1078.0,19125.0,1755.0,32705.0,10771.0,309.0,11080.0,8346.0,0.0,8346.0
2017Q2,2017,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,11,FRANCE,24131.0,718.0,24849.0,2549.0,720.0,3269.0,1407.0,29525.0,22909.0,712.0,23621.0,223.0,4.0,227.0
2017Q2,2017,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,12,GERMANY,27551.0,314.0,27865.0,582.0,102.0,684.0,2430.0,30979.0,23679.0,76.0,23755.0,148.0,9.0,157.0
2017Q2,2017,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,13,ITALY,6460.0,121.0,6581.0,1802.0,538.0,2340.0,563.0,9484.0,5968.0,111.0,6079.0,292.0,17.0,309.0
2017Q2,2017,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,14,JAPAN,18510.0,96.0,18606.0,21987.0,202.0,22189.0,917.0,41712.0,17105.0,77.0,17182.0,1451.0,0.0,1451.0
2017Q2,2017,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,15,LUXEMBOURG,12239.0,218.0,12457.0,863.0,0.0,863.0,1050.0,14370.0,15963.0,3.0,15966.0,50.0,0.0,50.0
2017Q2,2017,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,16,NETHERLANDS,20808.0,169.0,20977.0,593.0,266.0,859.0,2581.0,24417.0,28748.0,155.0,28903.0,23.0,2.0,25.0
2017Q2,2017,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,17,SWEDEN,5151.0,85.0,5236.0,5.0,0.0,5.0,104.0,5345.0,4724.0,88.0,4812.0,4.0,0.0,4.0
2017Q2,2017,Q2,Table 4.2,4.2,LFI,G-10 and Luxembourg,country_data,18,SWITZERLAND,13529.0,367.0,13896.0,3298.0,3057.0,6355.0,1189.0,21440.0,11635.0,276.0,11911.0,3361.0,2718.0,6079.0
