period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2017Q2,2017,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,,,,,,,
2017Q2,2017,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,357.0,0.0,0.0,357.0,353.0,1.0,462.0,0.0,0.0,462.0,359.0,0.0,39.0,0.0,0.0,39.0,164.0,0.0
2017Q2,2017,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,9,CANADA,13790.0,1671.0,1659.0,17120.0,16625.0,723.0,7685.0,760.0,195.0,8640.0,2109.0,13.0,9331.0,605.0,361.0,10297.0,9552.0,19.0
2017Q2,2017,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,10,FRANCE,5692.0,21.0,159.0,5872.0,3141.0,4.0,1138.0,108.0,0.0,1246.0,601.0,0.0,926.0,6.0,20.0,952.0,804.0,0.0
2017Q2,2017,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,11,GERMANY,60776.0,131.0,492.0,61399.0,3774.0,65.0,1766.0,5.0,2.0,1773.0,1405.0,0.0,702.0,4.0,0.0,706.0,494.0,0.0
2017Q2,2017,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,12,ITALY,118.0,36.0,1.0,155.0,55.0,13.0,11.0,33.0,0.0,44.0,11.0,0.0,38.0,0.0,0.0,38.0,31.0,0.0
2017Q2,2017,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,13,JAPAN,9687.0,545.0,62.0,10294.0,3966.0,1.0,3166.0,2.0,10.0,3178.0,3166.0,0.0,8626.0,118.0,87.0,8831.0,8623.0,0.0
2017Q2,2017,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,443.0,119.0,0.0,562.0,458.0,5.0,3.0,3425.0,0.0,3428.0,1.0,0.0,1479.0,1.0,37.0,1517.0,5536.0,0.0
2017Q2,2017,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,888.0,134.0,0.0,1022.0,798.0,78.0,648.0,19.0,0.0,667.0,599.0,0.0,833.0,29.0,36.0,898.0,684.0,1.0
2017Q2,2017,Q2,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,3187.0,7.0,8.0,3202.0,1943.0,1.0,867.0,0.0,0.0,867.0,968.0,0.0,77.0,0.0,0.0,77.0,77.0,0.0
