period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Foreign_Office_Liabilities_By_Country_of_Foreign_Office_Non_Local_Currency,Local_Currency,Total,By_Country_of_Creditor,Net_Due_To_or,Memorandum_Items_9_Securities_HTM_and_AFS,Trading_Assets_Assets_Held_for_Trading,Offsetting_Positions_for_Trading,Collateralized_Claims_Not_Subject_Total_Collateral,Of_Which_Cash,Of_Which_Same_Country,Of_Which_Resale_Reverse_Repurchase
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,8,BELGIUM,41014.0,9330.0,50344.0,18691.0,-25382.0,2103.0,4854.0,1602.0,1308.0,0.0,58.0,1246.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,9,CANADA,7747.0,34511.0,42258.0,46132.0,26636.0,30946.0,16187.0,2811.0,24067.0,9.0,9439.0,23445.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,10,FRANCE,176.0,2702.0,2878.0,48343.0,7866.0,15190.0,38237.0,9199.0,81914.0,75.0,34514.0,81854.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,11,GERMANY,18505.0,40423.0,58928.0,93357.0,39151.0,30593.0,39766.0,11052.0,53686.0,0.0,8604.0,53584.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,12,ITALY,186.0,2958.0,3144.0,38352.0,2556.0,2310.0,21344.0,9179.0,13114.0,112.0,2806.0,13114.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,13,JAPAN,4452.0,82954.0,87406.0,94446.0,217965.0,7557.0,74353.0,32521.0,187072.0,0.0,111131.0,186927.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,14,LUXEMBOURG,19812.0,15312.0,35124.0,73903.0,-13300.0,3514.0,6776.0,589.0,8093.0,28.0,685.0,7985.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,15,NETHERLANDS,23002.0,7442.0,30444.0,58203.0,-27998.0,13369.0,16638.0,2737.0,3332.0,0.0,2019.0,3092.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,16,SWEDEN,854.0,753.0,1607.0,11209.0,-225.0,3677.0,5234.0,1522.0,6326.0,1.0,1825.0,6223.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,17,SWITZERLAND,11574.0,1853.0,13427.0,41963.0,4842.0,2665.0,7363.0,227.0,10305.0,6.0,1810.0,10278.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,880067.0,252132.0,1132199.0,290021.0,176792.0,42173.0,87972.0,12061.0,170806.0,11.0,43477.0,169182.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,subtotal,19,Total,1007389.0,450370.0,1457759.0,814620.0,408903.0,154097.0,318724.0,83500.0,560023.0,242.0,216368.0,556930.0
2016Q4,2016,Q4,Table 3,3,All Banks,G-10 and Luxembourg,empty,20,,,,,,,,,,,,,
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,region_header,21,Non G-10 Developed Countries,,,,,,,,,,,,
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,22,AUSTRALIA,7282.0,52718.0,60000.0,72559.0,8658.0,18752.0,23187.0,2243.0,4768.0,4.0,3212.0,4608.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,23,AUSTRIA,1.0,126.0,127.0,6073.0,-75.0,3651.0,3862.0,1980.0,1294.0,1.0,740.0,1294.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,24,CYPRUS,0.0,0.0,0.0,1728.0,0.0,0.0,588.0,2.0,269.0,0.0,161.0,244.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,25,DENMARK,1748.0,1059.0,2807.0,9132.0,-2669.0,202.0,2643.0,157.0,2782.0,2.0,224.0,2773.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,26,FINLAND,243.0,628.0,871.0,5481.0,-780.0,3227.0,3637.0,834.0,1138.0,0.0,867.0,1124.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,27,GREECE,29.0,1532.0,1561.0,4267.0,-1259.0,0.0,2413.0,136.0,7116.0,33.0,1747.0,6800.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,28,IRELAND,11913.0,5207.0,17120.0,79998.0,14762.0,4090.0,11044.0,426.0,30309.0,201.0,7255.0,30198.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,29,ISRAEL,711.0,886.0,1597.0,3880.0,-323.0,625.0,2104.0,187.0,564.0,0.0,292.0,461.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,34.0,978.0,1012.0,5842.0,938.0,202.0,487.0,95.0,256.0,0.0,165.0,210.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,31,NORWAY,199.0,1025.0,1224.0,7280.0,-1023.0,2504.0,2588.0,113.0,7070.0,0.0,510.0,6774.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,32,PORTUGAL,9.0,203.0,212.0,3115.0,-80.0,125.0,1350.0,486.0,1606.0,18.0,261.0,1606.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,33,SLOVAKIA,123.0,540.0,663.0,760.0,-358.0,50.0,65.0,23.0,44.0,0.0,30.0,29.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,34,SPAIN,211.0,2290.0,2501.0,14737.0,1079.0,2601.0,15195.0,4750.0,2386.0,0.0,1576.0,2320.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,country_data,35,OTHER NON G-10 DEV.,0.0,2.0,2.0,7545.0,2.0,18.0,488.0,0.0,334.0,0.0,327.0,326.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,subtotal,36,Total,22503.0,67194.0,89697.0,222397.0,18872.0,36047.0,69651.0,11432.0,59936.0,259.0,17367.0,58767.0
2016Q4,2016,Q4,Table 3,3,All Banks,Non G-10 Developed Countries,empty,37,,,,,,,,,,,,,
2016Q4,2016,Q4,Table 3,3,All Banks,Eastern Europe,region_header,38,Eastern Europe,,,,,,,,,,,,
2016Q4,2016,Q4,Table 3,3,All Banks,Eastern Europe,country_data,39,BULGARIA,162.0,302.0,464.0,1119.0,-170.0,81.0,35.0,4.0,44.0,6.0,39.0,0.0
2016Q4,2016,Q4,Table 3,3,All Banks,Eastern Europe,country_data,40,CZECH REPUBLIC,821.0,1573.0,2394.0,2152.0,303.0,51.0,706.0,113.0,714.0,0.0,712.0,595.0
2016Q4,2016,Q4,Table 3,3,All Banks,Eastern Europe,country_data,41,HUNGARY,1096.0,1434.0,2530.0,3356.0,173.0,851.0,1938.0,357.0,251.0,4.0,251.0,158.0
2016Q4,2016,Q4,Table 3,3,All Banks,Eastern Europe,country_data,42,KOSOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
