period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,,,,,,,
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,8,BELGIUM,3454.0,304.0,1109.0,4867.0,3377.0,273.0,4741.0,3819.0,1012.0,9572.0,5123.0,0.0,2922.0,93.0,57.0,3072.0,2145.0,52.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,9,CANADA,28315.0,6593.0,5623.0,40531.0,31591.0,1034.0,11424.0,14897.0,1966.0,28287.0,4491.0,212.0,22084.0,4775.0,5121.0,31980.0,22811.0,898.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,10,FRANCE,39582.0,127.0,13654.0,53363.0,27711.0,11.0,25672.0,6106.0,2754.0,34532.0,25866.0,0.0,83380.0,16.0,2927.0,86323.0,83858.0,4.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,11,GERMANY,78086.0,2336.0,10643.0,91065.0,19899.0,502.0,60712.0,75818.0,9353.0,145883.0,57598.0,5.0,17682.0,2428.0,7000.0,27110.0,18365.0,41.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,12,ITALY,14219.0,670.0,1827.0,16716.0,14368.0,33.0,17061.0,415.0,21373.0,38849.0,18140.0,2.0,7250.0,616.0,1030.0,8896.0,7148.0,8.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,13,JAPAN,62003.0,61786.0,4325.0,128114.0,46621.0,52251.0,11400.0,126254.0,1775.0,139429.0,12980.0,5900.0,18688.0,78951.0,3915.0,101554.0,16629.0,2081.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,14,LUXEMBOURG,2638.0,133.0,294.0,3065.0,3761.0,34.0,3416.0,7457.0,2.0,10875.0,3434.0,0.0,23109.0,1873.0,5185.0,30167.0,28666.0,1093.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,15,NETHERLANDS,8417.0,192.0,4007.0,12616.0,7134.0,43.0,10037.0,3411.0,585.0,14033.0,9899.0,0.0,17772.0,107.0,9700.0,27579.0,18494.0,50.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,16,SWEDEN,11715.0,122.0,752.0,12589.0,9921.0,1.0,3513.0,1174.0,72.0,4759.0,3405.0,0.0,4543.0,2.0,446.0,4991.0,4618.0,2.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,17,SWITZERLAND,33201.0,498.0,4669.0,38368.0,10490.0,110.0,3718.0,14103.0,222.0,18043.0,3651.0,0.0,5559.0,207.0,680.0,6446.0,5199.0,171.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,81138.0,30766.0,22624.0,134528.0,122071.0,29203.0,8584.0,88161.0,15492.0,112237.0,7031.0,1546.0,80690.0,145514.0,42402.0,268606.0,77481.0,65202.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,subtotal,19,Total,362768.0,103527.0,69527.0,535822.0,296944.0,83495.0,160278.0,341615.0,54606.0,556499.0,151618.0,7665.0,283679.0,234582.0,78463.0,596724.0,285414.0,69602.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,G-10 and Luxembourg,empty,20,,,,,,,,,,,,,,,,,,,
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,region_header,21,Non G-10 Developed Countries,,,,,,,,,,,,,,,,,,
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,22,AUSTRALIA,13707.0,12059.0,2964.0,28730.0,13644.0,166.0,1331.0,18959.0,135.0,20425.0,1285.0,0.0,10081.0,8487.0,1714.0,20282.0,10472.0,428.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,23,AUSTRIA,1947.0,2.0,761.0,2710.0,1789.0,0.0,5306.0,0.0,258.0,5564.0,5540.0,0.0,1043.0,1.0,14.0,1058.0,678.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,24,CYPRUS,132.0,0.0,3.0,135.0,132.0,0.0,37.0,0.0,0.0,37.0,48.0,0.0,855.0,0.0,113.0,968.0,906.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,25,DENMARK,3817.0,55.0,730.0,4602.0,3790.0,0.0,356.0,8.0,71.0,435.0,344.0,0.0,1659.0,33.0,1487.0,3179.0,1612.0,6.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,26,FINLAND,2617.0,16.0,922.0,3555.0,2656.0,0.0,5035.0,17.0,1116.0,6168.0,4964.0,0.0,811.0,0.0,170.0,981.0,767.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,27,GREECE,8936.0,0.0,218.0,9154.0,8938.0,0.0,158.0,199.0,1194.0,1551.0,174.0,0.0,34.0,59.0,0.0,93.0,58.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,28,IRELAND,3057.0,446.0,602.0,4105.0,11069.0,280.0,848.0,5332.0,303.0,6483.0,953.0,0.0,49239.0,1014.0,4144.0,54397.0,52180.0,2351.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,29,ISRAEL,378.0,77.0,389.0,844.0,372.0,7.0,1341.0,805.0,49.0,2195.0,1446.0,2.0,527.0,6.0,237.0,770.0,460.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,30,NEW ZEALAND,289.0,831.0,924.0,2044.0,550.0,0.0,213.0,233.0,84.0,530.0,213.0,0.0,566.0,124.0,175.0,865.0,563.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,31,NORWAY,3671.0,1.0,257.0,3929.0,3772.0,0.0,7669.0,58.0,368.0,8095.0,7479.0,0.0,2194.0,11.0,42.0,2247.0,1987.0,8.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,32,PORTUGAL,1567.0,5.0,38.0,1610.0,1599.0,4.0,1177.0,0.0,125.0,1302.0,1562.0,0.0,114.0,0.0,19.0,133.0,100.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,33,SLOVAKIA,2.0,1.0,1.0,4.0,0.0,0.0,95.0,51.0,24.0,170.0,94.0,0.0,5.0,8.0,0.0,13.0,0.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,34,SPAIN,7364.0,96.0,2505.0,9965.0,6297.0,27.0,8254.0,632.0,151.0,9037.0,9039.0,0.0,2845.0,159.0,419.0,3423.0,2773.0,1.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,country_data,35,OTHER NON G-10 DEV.,463.0,1.0,58.0,522.0,563.0,1.0,412.0,0.0,131.0,543.0,417.0,0.0,600.0,0.0,15.0,615.0,409.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Banks,Non G-10 Developed Countries,subtotal,36,Total,47947.0,13590.0,10372.0,71909.0,55171.0,485.0,32232.0,26294.0,4009.0,62535.0,33558.0,2.0,70573.0,9902.0,8549.0,89024.0,72965.0,2794.0
