period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,region_header,7,G-10 and Luxembourg,,,,,,,,,,,,,,,,,,
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,808.0,0.0,0.0,808.0,454.0,1.0,557.0,0.0,0.0,557.0,362.0,0.0,51.0,0.0,12.0,63.0,176.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,9,CANADA,14582.0,1811.0,1861.0,18254.0,19444.0,679.0,8629.0,1071.0,262.0,9962.0,1796.0,12.0,9167.0,515.0,459.0,10141.0,9486.0,16.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,10,FRANCE,6942.0,26.0,133.0,7101.0,5028.0,11.0,814.0,69.0,0.0,883.0,302.0,0.0,696.0,7.0,1.0,704.0,614.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,11,GERMANY,53837.0,91.0,306.0,54234.0,2638.0,21.0,2245.0,12.0,0.0,2257.0,2038.0,0.0,754.0,1.0,2.0,757.0,512.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,12,ITALY,46.0,125.0,0.0,171.0,39.0,14.0,24.0,44.0,0.0,68.0,10.0,0.0,61.0,2.0,0.0,63.0,54.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,13,JAPAN,9695.0,2794.0,44.0,12533.0,6973.0,0.0,2500.0,2.0,0.0,2502.0,2496.0,0.0,10804.0,115.0,102.0,11021.0,10791.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,304.0,89.0,1.0,394.0,350.0,5.0,2.0,1849.0,0.0,1851.0,7.0,0.0,1427.0,0.0,33.0,1460.0,5847.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,1098.0,38.0,4.0,1140.0,911.0,40.0,645.0,23.0,0.0,668.0,617.0,0.0,787.0,33.0,18.0,838.0,587.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,2657.0,98.0,0.0,2755.0,1452.0,1.0,674.0,1.0,0.0,675.0,757.0,0.0,45.0,0.0,7.0,52.0,45.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,17,SWITZERLAND,23864.0,267.0,266.0,24397.0,2312.0,50.0,5.0,4.0,0.0,9.0,4.0,0.0,680.0,0.0,4.0,684.0,441.0,0.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,73229.0,4787.0,665.0,78681.0,111671.0,4540.0,3019.0,8674.0,1.0,11694.0,1782.0,401.0,31307.0,1976.0,1027.0,34310.0,31946.0,1852.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,subtotal,19,Total,187062.0,10126.0,3280.0,200468.0,151272.0,5362.0,19114.0,11749.0,263.0,31126.0,10171.0,413.0,55779.0,2649.0,1665.0,60093.0,60499.0,1868.0
2016Q4,2016,Q4,Table 4.1,4.1,All Others,G-10 and Luxembourg,empty,20,,,,,,,,,,,,,,,,,,,
2016Q4,2016,Q4,Table 4.1,4.1,All Others,Non G-10 Developed Countries,region_header,21,Non G-10 Developed Countries,,,,,,,,,,,,,,,,,,
2016Q4,2016,Q4,Table 4.1,4.1,All Others,Non G-10 Developed Countries,country_data,22,AUSTRALIA,5343.0,3103.0,149.0,8595.0,5606.0,9.0,103.0,318.0,0.0,421.0,183.0,0.0,585.0,8.0,11.0,604.0,574.0,0.0
